"HHID","h9q0","h9q1","h9q2","h9q3","h9q4","h9q5","h9q6","h9q7","h9q8","h9q9a","h9q9b","h9q10","h9q11b","h9q12","h9q13","h9q14","h9q15a","h9q15b","h9q15c","h9q16","h9q17","h9q18","h9q19","h9q20","h9q21","h9q22","h9q22a","h9q22b","h9q23","wgt_X"
"H30008-04-02",1,15,10,3,10,12,13,11,,,,,5,1,1,20000,,,,2,4,2,2,,5,12,1,3,1,1218.6240234375
"H30009-04-01",2,10,16,2,10,16,13,16,6,30,2,1,5,2,,,"P30009-002","P30009-004","P30009-005",2,1,2,1,2,1,12,2,,1,2437.248046875
"H30010-04-01",1,10,10,7,10,12,16,18,,,,,5,1,1,36000,"Z01","Z03",,9,1,2,1,,3,12,2,,1,2437.248046875
"H30012-04-01",1,10,10,5,10,12,13,11,,,,,5,1,1,30000,,,,2,1,2,2,,5,12,2,,2,2437.248046875
"H30302-04-01",1,10,10,3,10,16,14,16,1,90,0,2,1,2,,,"P30302-004","P30302-005","P30302-008",2,2,2,2,2,1,13,2,,1,2437.248046875
"H30303-04-01",1,10,10,4,15,16,14,16,1,60,0,0.5,5,2,,,"P30303-008","P30303-003","P30303-007",2,2,2,2,2,1,12,2,,1,2437.248046875
"H30304-04-01",,10,10,3,10,16,14,16,1,30,2,1.5,5,2,,,,,,9,1,2,1,2,1,13,2,,1,2437.248046875
"H30306-04-01",1,10,10,7,15,16,14,16,2,15,0,0,5,2,,,"P30306-022","P30306-021","P30306-016",2,1,2,1,2,2,15,1,2,1,2437.248046875
"H30307-04-01",1,10,10,3,10,16,14,16,2,40,0,1,0,2,,,"P30307-001","P30307-002","P30307-003",2,1,2,2,2,1,15,2,,3,2437.248046875
"H30308-04-01",1,10,10,3,10,16,14,16,1,30,0,1,2,2,,,"P30308-009","P30308-006","P30308-010",2,2,2,2,2,1,13,2,,1,2437.248046875
"H30309-04-01",1,10,10,6,15,16,13,16,1,60,0,1.60000002384186,5,2,,,"P30309-012","P30309-011","P30309-013",1,1,2,1,2,1,13,1,2,1,812.415954589844
"H30309-04-02",2,15,15,1,10,14,14,16,1,40,0,0.5,2,2,,,"P30309-002",,,9,1,2,2,2,2,12,2,,1,812.415954589844
"H30309-04-03",2,10,10,1,10,12,13,11,,,,,4,1,1,24000,,,,2,1,2,1,,3,12,1,1,1,812.415954589844
"H30310-04-01",1,10,10,3,10,16,13,16,1,30,1,1,4,2,,,"P30310-015","P30310-003","P30310-002",9,2,2,1,2,1,12,2,,1,2437.248046875
"H30402-04-01",1,10,10,3,10,16,13,15,,30,0,0.200000002980232,2,2,,,"P30402-002","P30402-008",,2,2,2,1,,1,14,2,,1,2437.248046875
"H30403-04-01",2,10,10,2,10,16,14,16,1,20,2,0.5,3,2,,,"P30403-002",,,2,4,2,2,2,1,12,2,,1,2437.248046875
"H30404-04-01",2,10,10,4,10,13,13,11,,,,,5,2,,,,,,2,4,8,2,,5,13,2,,2,2437.248046875
"H30405-04-01",1,10,10,3,10,12,14,20,,10,2,0.100000001490116,5,2,,,"P30405-003","P30405-004","P30405-002",1,1,1,1,,5,13,2,,3,2437.248046875
"H30406-04-01",1,10,10,4,10,12,14,16,1,2,0,0.00999999977648258,4,2,,,"P30406-002","P30406-002","P30406-005",2,2,2,1,2,1,13,2,,1,2437.248046875
"H30407-04-01",1,10,10,3,12,16,13,12,6,10,0,0.00999999977648258,5,2,,,"P30407-001","P30407-003","P30407-004",1,2,3,1,1,5,13,2,,1,2437.248046875
"H30408-04-01",1,10,10,3,10,16,14,12,6,10,3,0.100000001490116,3,2,,,"P30408-003","P30408-004","P30408-005",1,4,2,1,2,5,12,2,,1,1218.6240234375
"H30408-04-02",1,10,10,4,10,16,14,16,1,10,2,0.5,2,2,,,"P30408-008","P30408-011","P30408-010",2,1,2,1,2,1,12,2,,1,1218.6240234375
"H30409-04-01",1,10,10,2,10,16,14,16,1,15,0,0.200000002980232,5,2,,,"P30409-003","P30409-004","P30409-005",1,2,2,1,2,1,13,2,,1,2437.248046875
"H30411-04-01",1,10,10,2,10,16,14,16,1,10,0,0.100000001490116,0,2,,,"P30411-002","Z02",,9,8,8,2,2,1,15,1,1,1,2437.248046875
"H30412-04-01",1,10,10,3,10,16,14,15,,20,10,1,5,2,,,"P30412-002","P30412-005","P30412-006",1,1,2,1,,5,13,2,,3,2437.248046875
"H30502-04-01",1,10,10,3,10,12,13,10,,,,,5,1,1,15000,,,,2,1,2,1,,3,11,1,2,3,812.415954589844
"H30502-04-02",3,11,16,2,10,12,13,10,,,,,2,1,1,10000,,,,9,1,2,1,,5,10,2,,3,812.415954589844
"H30502-04-03",3,11,16,2,10,12,16,11,,,,,2,1,1,15000,,,,9,1,1,2,,1,12,1,4,2,812.415954589844
"H30503-04-01",1,10,10,4,10,12,13,15,,20,0,0.5,5,2,,,"P30503-002","P30503-006","P30503-003",1,1,2,1,,1,11,2,,2,2437.248046875
"H30504-04-01",1,15,16,2,10,12,13,11,,,,,2,1,1,18000,,,,2,1,2,1,,5,12,1,5,2,2437.248046875
"H30505-04-01",2,15,12,2,10,12,13,11,,,,,2,1,1,18000,,,,2,1,2,2,,5,14,1,3,1,2437.248046875
"H30507-04-01",1,11,,1,10,12,13,10,,,,,2,1,1,10000,,,,2,4,2,1,,5,11,1,2,1,2437.248046875
"H30509-04-01",1,15,16,1,10,12,13,12,6,3,0,0,2,1,1,12000,"P30509-002","P30509-001",,9,1,2,2,2,3,11,1,5,3,2437.248046875
"H30510-04-01",1,10,10,4,10,12,13,11,,,,,5,1,1,20000,,,,2,1,2,1,,5,12,1,3,1,2437.248046875
"H30511-04-01",1,10,10,3,10,12,13,11,,,,,5,1,1,20000,,,,9,1,2,1,,5,12,2,,1,812.415954589844
"H30511-04-02",3,15,15,1,10,12,13,11,,,,,2,1,1,12000,,,,1,1,2,1,,5,12,1,8,1,812.415954589844
"H30511-04-03",3,10,10,3,10,16,13,15,,15,2,0.100000001490116,5,2,,,"P30511-002","P30511-018","P30511-017",2,1,2,2,,5,12,2,,1,812.415954589844
"H30602-04-01",1,10,10,3,10,16,14,14,1,10,2,0.5,3,2,,,"P30602-004","P30602-005","P30602-007",9,2,2,1,3,5,12,2,,1,2437.24829101563
"H30603-04-01",2,10,10,2,10,12,14,15,,10,3,0.100000001490116,2,2,,,"P30603-005","P30603-001",,2,2,2,2,,5,13,1,2,1,2437.24829101563
"H30604-04-01",1,10,10,2,10,16,14,16,1,10,0,0.100000001490116,2,2,,,"P30604-003","P30604-004","P30604-005",2,2,2,2,2,1,13,2,,1,2437.24829101563
"H30605-04-01",1,10,10,3,10,16,13,16,1,10,0,0.200000002980232,2,2,,,"P30605-001","P30605-002",,1,1,5,1,2,1,12,2,,2,812.416076660156
"H30605-04-02",1,15,16,1,10,13,13,12,6,1,0,0,2,1,1,6000,"P30605-009",,,9,1,2,1,9,5,12,1,3,1,812.416076660156
"H30605-04-03",3,11,14,2,10,13,13,11,,,,,2,2,,,,,,1,2,2,2,,5,12,1,3,1,812.416076660156
"H30607-04-01",2,10,10,4,10,12,14,15,,15,50,0.5,5,2,,,"P30607-002","P30607-004","P30607-005",2,1,2,2,,5,12,2,,1,2437.24829101563
"H30608-04-01",1,10,10,3,10,16,14,15,,45,0,0.400000005960464,5,2,,,"P30608-003","P30608-002","P30608-004",2,4,1,2,,1,13,2,,1,2437.24829101563
"H30610-04-01",1,10,10,6,10,16,14,15,,15,0,0.5,5,2,,,"P30610-002","P30610-004",,1,2,2,2,,1,13,2,,1,2437.24829101563
"H30701-04-01",1,10,10,2,10,16,14,15,,10,0,0.200000002980232,40,2,,,"P30701-001","P30701-002","P30701-003",1,4,2,2,,5,13,1,2,1,812.416076660156
"H30701-04-03",1,10,10,3,10,16,14,15,,20,0,0.200000002980232,40,2,,,"P30701-010","P30701-011","P30701-015",1,4,2,1,,5,13,2,,1,812.416076660156
"H30701-04-04",3,15,16,1,10,12,13,11,,,,,2,1,1,9000,,,,9,1,2,1,,5,12,1,5,1,812.416076660156
"H30702-04-01",1,10,10,3,10,16,14,15,,10,10,0.400000005960464,5,2,,,"P30702-009","P30702-007","P30702-002",1,4,2,2,,5,13,2,,1,812.416076660156
"H30702-04-02",3,11,10,1,15,14,14,16,1,30,2,1,2,2,,,"P30702-004",,,2,1,2,1,2,1,12,2,,1,812.416076660156
"H30702-04-03",3,15,16,1,10,12,14,11,,,,,2,1,1,10000,,,,2,1,2,1,,5,12,1,2,1,812.416076660156
"H30703-04-01",1,10,10,3,10,16,14,20,,10,0,0.5,40,1,1,816,"P30703-004","P30703-004","P30703-007",1,4,2,2,,3,15,1,2,1,1218.62414550781
"H30703-04-02",2,10,10,1,15,16,14,20,,10,0,0.200000002980232,1,1,1,4000,"P30703-005","P30703-003",,9,4,2,2,,3,15,1,1,1,1218.62414550781
"H30704-04-01",1,10,10,2,10,16,14,15,,20,5,0.5,2,2,,,"P30704-001","P30704-002","P30704-003",1,2,2,1,,5,13,2,,1,2437.24829101563
"H30706-04-01",2,10,10,4,10,12,13,11,,,,,10,1,1,20000,,,,2,2,2,1,,5,11,2,,2,812.416076660156
"H30706-04-03",2,10,16,1,10,16,14,12,6,2,0,0,1,1,1,4000,"P30706-015","P30706-004",,1,4,2,1,2,5,12,1,3,1,812.416076660156
"H30706-04-04",2,10,10,1,15,16,14,17,1,20,0,0,2,2,,,"P30706-017","P30706-018",,9,2,2,1,2,1,13,2,,1,812.416076660156
"H30707-04-01",1,10,10,3,10,12,13,15,,10,0,0.100000001490116,10,2,,,"P30707-001","P30707-007","P30707-006",2,4,2,2,,1,13,2,,1,2437.24829101563
"H30708-04-01",1,10,10,2,10,16,14,20,,30,0,0.5,5,1,2,650,"P30708-004","P30708-003","P30708-002",1,4,2,2,,5,13,2,,1,2437.24829101563
"H30709-04-01",1,10,10,3,10,16,14,20,,5,0,0,5,1,2,7500,"P30709-004","P30709-005","P30709-002",1,4,2,1,,5,13,2,,1,2437.24829101563
"H30710-04-01",1,10,10,3,10,16,13,15,,10,3,0.100000001490116,5,2,,,"P30710-007","P30710-006","P30710-005",2,2,2,2,,1,13,2,,1,2437.24829101563
"H30802-04-01",1,10,10,4,10,16,14,16,1,45,0,0.600000023841858,5,2,,,"P30802-004","P30802-005","P30802-007",2,2,2,2,1,1,13,2,,1,2437.248046875
"H30803-04-01",1,10,10,3,10,16,14,16,1,60,0,1,2,2,,,"P30803-005","P30803-006","P30803-002",1,2,2,1,1,1,13,2,,1,2437.248046875
"H30805-04-01",1,10,10,2,10,16,14,16,1,50,3,0.5,2,2,,,"P30805-001",,,2,2,2,1,1,1,13,2,,1,1218.6240234375
"H30805-04-02",3,10,10,3,10,16,14,15,,60,20,1,3,2,,,"P30805-009","P30805-008","P30805-007",1,1,2,1,,1,13,2,,1,1218.6240234375
"H30806-04-01",1,10,10,2,10,16,14,16,1,60,5,1.5,3,2,,,"P30806-001","P30806-002","P30806-005",2,2,2,1,3,1,13,2,,1,1218.6240234375
"H30806-04-02",1,10,10,4,10,16,14,15,,10,0,0.100000001490116,5,2,,,"P30806-011","P30806-019","P30806-010",2,2,2,2,,5,13,2,,1,1218.6240234375
"H30807-04-01",1,10,10,2,10,16,14,16,1,30,0,1,2,2,,,"P30807-001","P30807-003","Z04",9,4,2,2,2,1,15,1,1,1,2437.248046875
"H30809-04-01",1,10,10,3,10,16,14,16,1,15,2,1,4,2,,,"P30809-003","P30809-002","P30809-007",2,4,2,2,2,1,12,2,,1,2437.248046875
"H30810-04-01",1,10,10,2,10,16,14,16,1,20,0,0.5,2,2,,,"P30810-001","P30810-002","P30810-003",1,4,2,2,1,1,13,2,,1,2437.248046875
"H30811-04-01",1,10,10,3,10,16,14,16,1,20,0,0.5,2,2,,,"P30811-002","P30811-005","Z01",2,1,2,1,2,1,13,1,1,1,2437.248046875
"H30901-04-01",2,10,10,1,10,16,14,16,1,30,15,1,5,2,,,"P30901-002","P30901-002","Z03",2,2,2,1,2,1,13,2,,1,1218.62414550781
"H30901-04-02",1,15,15,2,10,16,13,11,,,,,3,1,1,6000,,,,1,1,2,1,,3,12,1,5,1,1218.62414550781
"H30903-04-01",1,10,10,2,10,16,14,16,2,30,5,1,5,2,,,"P30903-002","P30903-009","P30903-003",1,2,2,1,3,8,13,2,,1,2437.24829101563
"H30904-04-01",1,15,12,1,10,16,14,11,,,,,2,2,,,,,,9,1,5,1,,5,13,1,5,1,2437.24829101563
"H30905-04-01",1,10,10,3,10,16,14,17,1,20,10,0.5,5,2,,,"P30905-004","P30905-006","P30905-008",2,1,2,1,2,5,13,2,,1,1218.62414550781
"H30905-04-02",3,10,10,2,10,12,13,18,,,,,2,1,1,12000,"Z03",,,2,1,2,2,,1,12,2,,1,1218.62414550781
"H30906-04-01",1,10,10,3,10,17,15,17,1,15,0,0.100000001490116,5,2,,,"P30906-004","P30906-005","P30906-005",2,2,1,2,2,1,13,2,,1,1218.62414550781
"H30906-04-02",1,10,10,1,10,12,14,16,1,30,0,1.29999995231628,3,2,,,"P30906-010","P30906-011","P30906-011",1,8,2,2,2,1,15,2,,1,1218.62414550781
"H30907-04-01",1,10,10,2,10,16,14,16,1,10,2,0.600000023841858,2,2,,,"P30907-003","P30907-004",,2,1,2,1,2,1,12,1,1,1,2437.24829101563
"H30908-04-01",1,10,10,3,10,16,14,16,1,15,0,0.200000002980232,5,2,,,"P30908-006","P30908-007",,2,4,2,2,2,1,13,2,,1,2437.24829101563
"H30909-04-01",1,10,10,3,10,14,14,16,1,15,0,0.100000001490116,5,2,,,"P30909-003","P30909-004","P30909-006",2,2,2,2,2,1,13,2,,1,2437.24829101563
"H30910-04-01",2,10,10,10,10,12,13,16,1,30,10,1,5,2,,,"P30910-028","P30910-027","P30910-009",2,1,2,1,2,1,12,2,,1,1218.62414550781
"H30910-04-02",2,15,16,1,10,12,13,11,,,,,1,1,1,12000,,,,2,2,2,1,,5,12,1,6,1,1218.62414550781
"H30911-04-01",2,10,10,3,10,16,14,15,,40,0,0.800000011920929,5,2,,,"P30911-003","P30911-004","P30911-006",1,1,2,1,,1,12,2,,2,2437.24829101563
"H31001-04-01",2,10,10,3,10,16,14,14,1,20,5,0.5,5,2,,,"P31001-003","P31001-004","P31001-002",9,4,2,1,1,5,13,2,,1,2437.248046875
"H31003-04-01",1,10,10,1,15,16,14,15,,20,10,0.100000001490116,5,2,,,"P31003-002","P31003-003","P31003-004",2,2,2,1,,5,13,2,,1,2437.248046875
"H31004-04-01",2,10,10,3,10,13,14,16,1,5,0,0.100000001490116,2,2,,,"P31004-002","P31004-005","P31004-006",2,2,2,2,3,1,13,1,2,1,1218.6240234375
"H31004-04-02",2,11,10,2,10,12,14,15,,10,2,0.100000001490116,5,2,,,"P31004-004","P31004-007",,2,2,2,2,,1,13,1,1,1,1218.6240234375
"H31005-04-02",2,11,16,2,10,12,13,11,,,,,5,1,1,9000,,,,2,2,2,1,,5,12,1,4,1,2437.248046875
"H31006-04-01",1,10,10,3,10,16,13,16,1,20,3,1,5,2,,,"P31006-009","P31006-006","P31006-007",2,1,2,1,2,1,12,2,,1,2437.248046875
"H31007-04-01",1,10,10,3,10,16,14,15,,5,2,0.100000001490116,3,2,,,"P31007-001","P31007-002","Z01",2,4,2,2,,5,15,2,,1,2437.248046875
"H31008-04-01",1,10,10,2,10,16,14,16,3,25,5,1,4,2,,,"P31008-002",,,2,2,2,1,2,1,12,2,,1,2437.248046875
"H31010-04-01",1,10,10,4,10,16,14,14,6,12,5,0.300000011920929,5,2,,,"P31010-001","P31010-007","Z01",1,1,2,1,1,5,13,2,,1,2437.248046875
"H31101-04-01",1,11,10,4,10,12,13,11,,,,,20,1,1,6000,,,,9,1,2,1,,5,11,2,,1,812.416076660156
"H31101-04-02",1,14,11,2,12,96,13,10,,,,,3,2,,,,,,9,1,2,1,,5,12,1,3,1,812.416076660156
"H31101-04-03",1,15,16,1,10,12,13,11,,,,,2,1,1,12000,,,,9,2,2,1,,5,11,1,10,1,812.416076660156
"H31102-04-01",1,10,10,2,10,16,14,16,1,40,2,2,2,2,,,"P31102-004","P31102-002","P31102-001",2,1,2,1,2,1,13,1,1,1,2437.24829101563
"H31103-04-01",1,10,10,2,15,16,14,17,2,30,0,1,5,2,,,"P31103-002","P31103-004","P31103-005",9,1,8,1,2,1,13,2,,1,2437.24829101563
"H31105-04-01",2,10,10,3,10,16,14,16,1,30,0,0.200000002980232,2,2,,,"P31105-002","P31105-003","P31105-002",2,4,2,2,2,1,13,1,2,1,2437.24829101563
"H31107-04-01",1,10,10,3,10,16,14,16,1,10,1,0.100000001490116,2,2,,,"P31107-004","P31107-005",,2,4,2,1,2,1,12,2,,1,2437.24829101563
"H31108-04-01",1,10,10,2,10,16,14,16,1,5,0,0.100000001490116,3,2,,,"P31108-001","P31108-002","P31108-003",2,4,2,2,2,1,13,2,,1,2437.24829101563
"H31109-04-01",1,10,10,2,10,16,14,17,96,15,0,0.300000011920929,2,2,,,"P31109-003","P31109-020",,2,1,2,1,2,2,13,2,,1,812.416076660156
"H31109-04-02",2,10,10,2,10,16,14,17,96,30,0,0.300000011920929,2,2,,,"P31109-016","P31109-017",,2,2,2,1,3,2,13,2,,1,812.416076660156
"H31109-04-03",1,10,10,2,10,16,14,16,1,10,0,0.100000001490116,5,2,,,"P31109-009","P31109-010",,1,2,2,1,2,2,13,2,,2,812.416076660156
"H31110-04-01",2,11,10,2,10,16,14,16,1,60,3,2,2,2,,,"P31110-002","P31110-005",,2,2,2,1,2,1,12,2,,1,2437.24829101563
"H31701-04-01",2,10,12,2,10,16,14,16,1,15,2,0.100000001490116,5,2,,,"P31701-002","P31701-004",,2,4,2,2,2,1,13,2,,1,2437.24829101563
"H31702-04-01",,10,10,3,10,16,14,12,6,5,0,0,5,2,,,,,,2,4,2,2,2,5,13,2,,1,2437.24829101563
"H31703-04-01",1,10,10,2,10,16,14,12,6,20,20,0.5,2,2,,,"P31703-004","P31703-006","P31703-001",1,2,1,1,2,5,13,2,,1,812.416076660156
"H31703-04-02",3,10,10,1,10,16,14,15,,40,5,2,40,2,,,"P31703-003",,,1,2,2,1,,1,14,2,,1,812.416076660156
"H31703-04-03",3,15,16,1,10,12,13,11,,,,,2,1,1,6000,,,,2,1,2,1,,5,11,1,8,1,812.416076660156
"H31704-04-01",1,10,11,2,10,13,13,11,,,,,2,2,,,,,,2,1,2,1,,5,13,2,,1,2437.24829101563
"H31706-04-01",1,10,10,2,10,12,14,12,1,10,5,0.200000002980232,2,2,,,"P31706-004","P31706-004","P31706-005",1,1,2,1,2,5,11,2,,1,1218.62414550781
"H31706-04-02",1,10,10,3,10,16,14,12,6,10,5,0.200000002980232,3,2,,,"P31706-010","P31706-011",,1,2,2,1,2,5,12,2,,1,1218.62414550781
"H31707-04-01",1,10,10,4,10,16,14,12,6,10,0,0.100000001490116,2,1,2,1000,"P31707-002","P31707-003","P31707-004",1,2,2,2,1,5,12,2,,1,2437.24829101563
"H31708-04-01",1,10,10,4,10,12,14,16,1,10,0,0.200000002980232,3,2,,,"P31708-007","P31708-006","P31708-005",1,1,2,2,2,1,12,2,,2,2437.24829101563
"H31709-04-01",1,10,10,4,10,13,14,12,2,20,0,0.100000001490116,5,2,,,"P31709-002","P31709-001","Z01",1,2,2,1,1,1,13,2,,1,2437.24829101563
"H31710-04-01",1,10,10,3,10,16,14,16,1,5,0,0.100000001490116,5,2,,,"P31710-003","P31710-004","P31710-004",2,2,2,2,3,1,13,2,,1,2437.24829101563
"H31901-04-01",2,16,10,1,15,16,14,16,1,5,0,0.25,1,2,,,"P31901-001",,,1,2,1,1,2,1,13,2,,1,3443.49438476563
"H31902-04-01",1,10,10,4,10,16,14,17,1,30,1,0.5,5,2,,,"P31902-003","P31902-004","P31902-005",9,1,1,1,1,1,13,2,,1,3443.49438476563
"H31903-04-01",1,10,10,2,10,16,14,14,6,60,5,2,6,2,,,"P31903-001","P31903-002","P31903-003",1,4,2,2,2,1,13,2,,1,3443.49438476563
"H31904-04-01",1,10,10,1,15,16,14,17,1,30,1,0.25,1,2,,,"P31904-001","Z01",,9,4,1,1,1,1,13,2,,1,3443.49438476563
"H31907-04-01",1,10,10,3,10,16,14,16,1,14,0,0.25,8,2,,,"P31907-003","P31907-004","P31907-005",2,2,1,1,2,1,13,2,,1,3443.49438476563
"H31908-04-01",1,10,10,3,10,12,14,16,3,20,5,0.25,10,2,,,"P31908-003","P31908-004","P31908-005",9,2,2,1,1,4,13,2,,1,3443.49438476563
"H31909-04-01",1,15,10,1,15,16,14,17,6,2,0,0.100000001490116,6,2,,,"P31909-001","P31909-002","P31909-010",1,4,2,1,1,5,13,2,,1,3443.49438476563
"H31910-04-01",1,11,10,2,10,12,14,13,,,,,10,2,,,,,,1,4,2,1,,2,13,2,,1,3443.49438476563
"H32101-04-01",2,11,16,2,10,15,14,14,1,60,0,0.800000011920929,5,2,,,"P32101-001","P32101-003","P32101-002",9,4,2,1,2,1,13,1,3,1,3443.49438476563
"H32102-04-01",2,11,16,1,10,16,14,17,2,10,0,0.100000001490116,4,2,,,"P32102-001","P32102-001","P32102-003",2,4,2,1,3,1,13,1,1,1,3443.49438476563
"H32103-04-01",1,10,10,5,10,16,14,15,,40,0,0.5,10,2,,,"P32103-004","P32103-003","P32103-020",1,2,2,1,,2,13,2,,1,3443.49438476563
"H32104-04-01",1,10,10,3,10,16,14,14,1,30,5,0.5,5,2,,,"P32104-004","P32104-005",,9,4,2,1,1,1,13,2,,1,1721.74719238281
"H32104-04-02",3,15,15,1,10,16,14,14,1,30,5,0.5,5,1,1,15000,"Z01",,,9,4,2,1,1,1,13,2,,1,1721.74719238281
"H32105-04-01",1,10,10,2,10,16,14,17,1,30,0,1,5,2,,,"P32105-004",,,2,2,2,1,3,1,13,2,,1,3443.49438476563
"H32106-04-01",1,10,10,3,10,16,14,14,1,30,5,0.5,5,2,,,"P32106-007","P32106-012",,9,1,2,1,1,1,13,2,,1,688.698913574219
"H32106-04-02",2,10,10,4,10,12,10,10,,,,,5,1,1,20000,,,,1,1,2,1,,5,10,2,,3,688.698913574219
"H32106-04-03",2,15,15,1,10,12,13,10,,,,,5,1,1,10000,,,,1,1,2,1,,5,12,1,7,1,688.698913574219
"H32106-04-04",3,15,15,1,10,12,13,11,,,,,2,1,1,5000,,,,1,8,8,1,,5,11,1,2,1,688.698913574219
"H32106-04-05",3,15,15,1,10,12,13,11,,,,,4,1,1,7000,,,,9,1,2,1,,3,11,1,3,1,688.698913574219
"H32108-04-01",1,10,10,2,15,16,14,17,1,30,0,0.699999988079071,4,2,,,"P32108-002","P32108-004","P32108-005",9,4,2,1,2,1,13,2,,1,3443.49438476563
"H32109-04-01",1,10,10,1,10,16,14,12,1,80,5,1.5,4,2,,,"P32109-002","P32109-011","Z04",2,4,2,1,2,1,13,2,,1,3443.49438476563
"H32201-04-01",1,10,10,4,10,16,14,15,,30,3,0.5,10,2,,,"P32201-001","P32201-002","P32201-004",1,4,2,1,,2,13,2,,1,3443.49438476563
"H32202-04-01",1,10,10,4,10,12,13,16,1,60,0,1,12,2,,,"P32202-013","P32202-012","P32202-003",1,2,2,1,2,1,12,2,,1,3443.49438476563
"H32203-04-01",1,10,10,3,10,16,14,14,96,28,10,0.5,10,2,,,"P32203-002","P32203-004","P32203-006",1,4,2,1,1,5,13,2,,1,3443.49438476563
"H32204-04-01",1,10,10,3,10,16,14,15,,30,15,1,3,2,,,"P32204-001","P32204-003",,1,4,2,1,,5,13,2,,1,3443.49438476563
"H32205-04-01",1,10,10,3,10,16,14,16,1,240,0,3,10,2,,,"P32205-010","P32205-006","P32205-009",1,4,2,1,2,1,13,2,,1,1721.74719238281
"H32205-04-02",2,10,10,2,10,12,14,15,,150,0,3.20000004768372,5,2,,,"P32205-001","P32205-001",,1,2,2,1,,1,12,2,,1,1721.74719238281
"H32206-04-01",1,10,10,4,10,16,13,16,1,30,5,0.5,10,2,,,"P32206-005","P32206-006","P32206-007",1,4,2,1,1,2,13,2,,1,3443.49438476563
"H32207-04-01",1,10,10,3,10,16,14,14,6,30,0,0.300000011920929,3,2,,,"P32207-002","P32207-003",,2,2,2,1,2,2,13,2,,1,3443.49438476563
"H32209-04-01",1,10,10,3,10,16,14,14,1,60,5,1,10,2,,,"P32209-003","P32209-008","P32209-005",1,1,2,1,1,2,13,2,,1,1721.74719238281
"H32209-04-02",3,10,10,2,10,16,14,15,,40,5,0.600000023841858,5,2,,,"P32209-004","P32209-012","P32209-011",1,4,2,1,,2,13,2,,1,1721.74719238281
"H32401-04-01",2,10,15,1,10,11,13,20,,12,0,0.100000001490116,9,1,1,10000,"P32401-003","P32401-005","P32401-004",2,2,1,1,,5,12,2,,1,1513.22998046875
"H32402-04-01",3,11,10,2,10,13,13,11,,,,,10,1,1,5000,,,,2,2,2,1,,5,11,2,,1,1513.22998046875
"H32403-04-01",3,15,12,1,10,12,13,12,6,3,2,0.00100000004749745,5,1,1,6000,"P32403-003","P32403-001",,1,2,2,1,1,5,11,1,6,1,1513.22998046875
"H32404-04-01",3,15,16,1,10,12,13,11,,,,,5,1,1,9000,,,,9,2,2,1,,5,12,1,4,1,1513.22998046875
"H32405-04-01",2,10,15,1,10,11,13,20,,3,0,0.100000001490116,5,1,1,17000,"P32405-003",,,2,2,2,1,,5,12,1,4,1,1513.22998046875
"H32406-04-01",3,12,16,2,10,12,13,11,,,,,3,2,,,,,,1,2,2,1,,5,13,1,3,1,1513.22998046875
"H32407-04-01",3,10,10,1,10,13,13,12,6,10,5,0.100000001490116,1,1,1,5000,"P32407-001",,,1,8,8,1,1,5,13,1,1,1,1513.22998046875
"H32408-04-01",3,10,10,4,10,12,13,10,,,,,3,1,1,20000,,,,1,2,2,1,,5,12,2,,1,1513.22998046875
"H32409-04-01",3,11,15,1,10,12,13,12,6,5,0,0.00999999977648258,6,1,1,12000,"P32409-004","P32409-003","P32409-002",2,2,2,1,2,3,11,1,3,1,1513.22998046875
"H32410-04-01",3,15,16,1,10,12,13,11,,,,,7,1,1,12000,,,,9,2,2,1,,5,11,1,5,1,1513.22998046875
"H32501-04-01",2,15,15,1,10,12,13,12,96,5,2,0.200000002980232,4,1,1,5000,"P32501-001",,,9,2,2,1,2,2,12,1,6,1,2466.08081054688
"H32502-04-01",3,10,10,1,10,12,10,12,4,8,20,0.0599999986588955,1,1,1,3000,"P32502-001",,,1,2,5,1,2,2,12,1,2,1,2466.08081054688
"H32503-04-01",1,11,16,2,10,12,13,12,2,30,8,0.100000001490116,5,1,2,9000,"P32503-004","P32503-005","P32503-003",1,4,2,2,3,2,11,1,7,1,2466.08081054688
"H32504-04-01",1,11,10,2,10,12,13,12,1,10,5,0.200000002980232,5,1,1,10000,"P32504-001","P32504-002",,9,2,2,1,2,2,12,2,,1,2466.08081054688
"H32505-04-01",3,15,16,1,10,12,13,12,2,6,30,0.0700000002980232,2,1,1,6000,"P32505-001",,,1,2,5,1,2,2,12,1,6,1,2466.08081054688
"H32506-04-01",1,10,10,4,10,13,13,12,1,10,8,0.200000002980232,5,1,2,30000,"P32506-003","P32506-002","P32506-005",1,2,1,1,3,2,12,2,,3,2466.08081054688
"H32507-04-01",1,15,15,1,10,12,13,12,5,5,3,0.200000002980232,5,1,1,3000,"P32507-001","P32507-002",,9,2,2,1,1,2,12,1,4,1,2466.08081054688
"H32508-04-01",3,15,16,1,10,12,13,11,,,,,2,1,1,13500,,,,2,2,2,1,,5,12,1,4,1,2466.08081054688
"H32509-04-01",1,11,10,1,10,12,13,12,6,5,8,0.100000001490116,5,1,2,30000,"P32509-001","P32509-002","P32509-005",2,2,1,1,1,2,10,1,7,3,2466.08081054688
"H32510-04-01",3,10,10,1,10,12,13,11,,,,,3,1,1,9000,,,,2,1,5,1,,5,12,2,,1,2466.08081054688
