"HHID","ACrop2_ID","parcelID","plotID","cropID","cropID_other","a4bq6_1","a4bq7","a4bq8","a4bq9","a4bq9_1","a4bq9_2","a4bq16","a4bq11a","a4bq11b","a4bq12a","a4bq12b","a4bq13","a4bq14","a4bq10","a4bq15","hh","wgt_X"
279030401,2,3,1,210,,27903002,0.25,2,50,8,14,1,5,1,7,1,1,,2,,"H27903-04-01",3443.49438476563
279030401,1,3,1,630,,27903002,0.25,2,50,8,14,1,2,66,3,66,1,,2,,"H27903-04-01",3443.49438476563
279030401,3,3,2,741,,27903002,0.25,2,50,8,14,1,20,85,30,85,1,,2,,"H27903-04-01",3443.49438476563
279030401,4,3,2,640,,27903002,0.25,2,50,10,14,1,10,85,15,85,1,,2,,"H27903-04-01",3443.49438476563
279030401,5,3,3,811,,27903002,0.25,1,,1,1,2,,,,,,,,,"H27903-04-01",3443.49438476563
279030401,6,3,4,620,,27903002,0.150000005960464,1,,9,14,1,5,66,,,1,,2,,"H27903-04-01",3443.49438476563
279030401,7,3,5,310,,27903002,0.150000005960464,1,,9,14,1,4,1,,,1,,2,,"H27903-04-01",3443.49438476563
279040401,1,1,1,210,,27904002,0.800000011920929,1,,8,14,1,10,1,,,1,,2,,"H27904-04-01",3443.49438476563
279040401,2,1,2,620,,27904002,0.200000002980232,1,,3,14,2,,,,,,,,,"H27904-04-01",3443.49438476563
279040401,4,2,3,210,,27904002,1,2,40,8,14,1,5,1,15,1,1,,2,,"H27904-04-01",3443.49438476563
279040401,3,2,3,130,,27904002,1,2,60,8,14,1,10,1,15,1,1,,2,,"H27904-04-01",3443.49438476563
279040401,5,3,4,620,,27904002,1,1,,8,14,2,,,,,,,,,"H27904-04-01",3443.49438476563
279050401,1,1,1,620,,27905001,0.150000005960464,2,30,9,14,1,5,66,5,66,1,,2,,"H27905-04-01",3443.49438476563
279050401,2,1,1,811,,27905001,0.150000005960464,2,70,1,11,2,,,,,,,,,"H27905-04-01",3443.49438476563
279050401,3,2,2,630,,27905001,0.25,2,50,8,14,1,5,66,5,85,1,,2,,"H27905-04-01",3443.49438476563
279050401,4,2,2,210,,27905001,0.25,2,50,8,14,1,5,1,7,,1,,1,10000,"H27905-04-01",3443.49438476563
279060401,2,1,1,210,,27906001,1,2,50,8,14,1,5,1,15,,1,,1,9000,"H27906-04-01",3443.49438476563
279060401,1,1,1,811,,27906001,1,2,50,,1,2,,,,,,,,,"H27906-04-01",3443.49438476563
279070401,1,1,1,812,,27907001,0.5,1,,99,1,2,,,,,,,,,"H27907-04-01",1721.74719238281
279070401,2,1,2,741,,27907001,0.5,1,,9,1,2,,,,,,,,,"H27907-04-01",1721.74719238281
279070401,3,1,3,630,,27907001,0.25,1,,4,13,2,,,,,,,,,"H27907-04-01",1721.74719238281
279070402,1,1,1,812,,27907003,1,1,,99,1,2,,,,,,,,,"H27907-04-02",1721.74719238281
279070402,2,2,2,210,,27907003,0.5,1,,8,14,1,1,22,,,1,,1,14000,"H27907-04-02",1721.74719238281
279070402,3,2,3,130,,27907003,0.5,1,,8,14,1,4,1,,,1,,2,,"H27907-04-02",1721.74719238281
279080401,1,1,1,811,,27908002,3,1,,99,2,2,,,,,,,,,"H27908-04-01",1721.74719238281
279080401,2,2,2,741,,27908002,2,2,60,99,1,2,,,,,,,,,"H27908-04-01",1721.74719238281
279080401,4,3,3,130,,27908002,1,2,40,8,14,1,5,1,10,1,1,,2,,"H27908-04-01",1721.74719238281
279080401,3,3,3,210,,27908002,1,2,60,8,14,1,20,1,25,1,1,,2,,"H27908-04-01",1721.74719238281
279080401,5,4,4,630,,27908002,0,1,,4,14,2,,,,,,,,,"H27908-04-01",1721.74719238281
279080402,2,1,1,811,,27908015,2,2,50,99,6,2,,,,,,,,,"H27908-04-02",1721.74719238281
279080402,1,1,1,630,,27908015,2,2,50,7,14,2,,,,,,,,,"H27908-04-02",1721.74719238281
279080402,3,2,3,520,,27908015,1,1,,7,14,1,10,1,,,2,1,1,5000,"H27908-04-02",1721.74719238281
279090401,1,1,1,741,,27909001,0.5,1,,3,8,2,,,,,,,,,"H27909-04-01",3443.49438476563
279090401,2,1,2,812,,27909001,0.25,1,,99,4,2,,,,,,,,,"H27909-04-01",3443.49438476563
279090401,3,1,3,630,,27909001,0.25,1,,8,13,2,,,,,,,,,"H27909-04-01",3443.49438476563
279090401,4,1,4,210,,27909001,0.5,2,60,8,14,1,20,1,30,1,1,,1,40000,"H27909-04-01",3443.49438476563
279090401,5,1,4,130,,27909001,0.5,2,40,8,14,1,5,1,12,1,1,,2,,"H27909-04-01",3443.49438476563
279100401,1,1,1,741,,27910001,0.5,1,,4,4,2,,,,,,,,,"H27910-04-01",3443.49438476563
279100401,2,1,2,812,,27910001,0.5,1,,99,1,2,,,,,,,,,"H27910-04-01",3443.49438476563
279100401,3,1,3,630,,27910001,0.5,1,,8,12,2,,,,,,,,,"H27910-04-01",3443.49438476563
279100401,4,1,4,210,,27910001,0.5,1,,7,14,1,6,1,,,1,,2,,"H27910-04-01",3443.49438476563
279100401,5,1,5,130,,27910001,0.5,1,,7,14,1,2,1,,,1,,2,,"H27910-04-01",3443.49438476563
279100401,6,1,6,620,,27910001,0.5,1,,6,14,1,5,66,,,1,,2,,"H27910-04-01",3443.49438476563
279100401,7,2,7,210,,27910001,3,2,60,7,14,1,140,31,,,1,,1,70000,"H27910-04-01",3443.49438476563
279100401,8,2,7,130,,27910001,3,2,40,7,14,1,21,1,,,1,,2,,"H27910-04-01",3443.49438476563
280070401,1,1,1,310,,28007002,0.25,,,,,,,,,,,,,,"H28007-04-01",3443.49487304688
280070401,2,1,2,620,,28007002,0.25,,,,,,,,,,,,,,"H28007-04-01",3443.49487304688
280070401,3,1,3,210,,28007002,0.25,,,,,,,,,,,,,,"H28007-04-01",3443.49487304688
280070401,4,1,4,610,,28007002,0.25,,,,,,,,,,,,,,"H28007-04-01",3443.49487304688
281020401,1,1,1,741,,28102001,1.5,1,,99,1,2,,,,,,,,,"H28102-04-01",3443.49438476563
281020401,5,2,3,630,,28102001,0.5,2,20,8,13,2,,,,,,,,,"H28102-04-01",3443.49438476563
281020401,3,2,3,210,,28102001,0.5,2,40,8,14,1,30,1,40,1,1,,2,,"H28102-04-01",3443.49438476563
281020401,4,2,3,130,,28102001,0.5,2,20,8,13,1,1,1,20,1,1,,2,,"H28102-04-01",3443.49438476563
281020401,6,2,3,741,,28102001,0.5,1,,99,1,2,,,,,,,,,"H28102-04-01",3443.49438476563
281020401,7,3,4,120,,28102001,3,1,,8,14,1,2,10,,,1,,2,,"H28102-04-01",3443.49438476563
281040401,1,1,1,741,,28104002,0.5,1,,1,1,2,,,,,,,,,"H28104-04-01",3443.49438476563
281040401,4,1,2,630,,28104002,1,2,30,8,14,1,80,85,160,85,1,,2,,"H28104-04-01",3443.49438476563
281040401,2,1,2,130,,28104002,1,2,30,8,14,1,4,1,10,,1,,2,,"H28104-04-01",3443.49438476563
281040401,3,1,2,210,,28104002,1,2,40,8,14,1,30,,40,,1,,2,,"H28104-04-01",3443.49438476563
281040401,5,1,3,620,,28104002,0.25,1,,8,14,1,2,66,,,1,,2,,"H28104-04-01",3443.49438476563
281040401,6,1,4,310,,28104002,0.5,1,,8,14,1,6,1,,,1,,1,18000,"H28104-04-01",3443.49438476563
281050401,2,1,1,130,,28105001,0.300000011920929,2,60,8,14,1,20,1,35,1,1,,2,,"H28105-04-01",3443.49438476563
281050401,1,1,1,210,,28105001,3,2,40,8,14,1,40,1,50,1,1,,2,,"H28105-04-01",3443.49438476563
281050401,3,2,2,741,,28105001,3,1,,3,14,,,,,,,,,,"H28105-04-01",3443.49438476563
281060401,1,1,1,741,,28106003,1,1,,99,11,2,,,,,,,,,"H28106-04-01",3443.49438476563
281060401,2,1,2,630,,28106003,0.5,1,,8,13,2,,,,,,,,,"H28106-04-01",3443.49438476563
281060401,3,1,3,310,,28106003,0.5,1,,8,14,1,60,1,,,1,,2,,"H28106-04-01",3443.49438476563
281060401,4,1,4,210,,28106003,0.200000002980232,1,,8,14,1,20,1,,,1,,2,,"H28106-04-01",3443.49438476563
281060401,5,1,5,130,,28106003,0.200000002980232,1,,8,14,1,7,1,,,1,,2,,"H28106-04-01",3443.49438476563
281060401,6,1,6,610,,28106003,0.25,1,,8,14,1,1,22,,,1,,2,,"H28106-04-01",3443.49438476563
281060401,7,1,7,141,,28106003,0.25,1,,8,14,1,2,1,,,1,,2,,"H28106-04-01",3443.49438476563
281060401,8,1,8,620,,28106003,0.25,1,,8,14,2,,,,,,,,,"H28106-04-01",3443.49438476563
281070401,3,1,1,150,,28107005,0.800000011920929,2,30,8,14,1,2,1,,,1,,2,,"H28107-04-01",3443.49438476563
281070401,1,1,1,130,,28107005,0.800000011920929,2,20,8,14,1,5,1,20,,1,,2,,"H28107-04-01",3443.49438476563
281070401,2,1,1,210,,28107005,0.800000011920929,2,40,8,14,1,20,1,,,1,,1,20,"H28107-04-01",3443.49438476563
281070401,4,1,2,610,,28107005,0.200000002980232,1,,7,14,1,2,22,,,1,,1,20000,"H28107-04-01",3443.49438476563
281080401,1,1,1,130,,28108001,1,1,,7,14,1,40,1,,,1,,2,,"H28108-04-01",1721.74719238281
281080401,2,1,2,210,,28108001,0.5,2,70,7,14,1,15,1,15,,1,,2,,"H28108-04-01",1721.74719238281
281080401,3,1,2,630,,28108001,0.5,2,30,3,14,2,,,,,,,,,"H28108-04-01",1721.74719238281
281080402,1,1,1,120,,28108003,1,1,,7,14,1,50,1,,,1,,1,30000,"H28108-04-02",1721.74719238281
281080402,2,1,2,130,,28108003,0.75,1,,7,14,1,5,1,,,1,,2,,"H28108-04-02",1721.74719238281
281080402,3,1,3,741,,28108003,1,1,,1,1,2,,,,,,,,,"H28108-04-02",1721.74719238281
281090401,1,1,1,741,,28109002,0.75,1,,2,11,2,,,,,,,,,"H28109-04-01",1721.74719238281
281090401,2,1,2,812,,28109002,0.5,1,,99,1,2,,,,,,,,,"H28109-04-01",1721.74719238281
281090401,3,1,3,630,,28109002,0.5,1,,2,13,2,,,,,,,,,"H28109-04-01",1721.74719238281
281090401,4,1,4,210,,28109002,1,1,,8,14,1,2.5,22,,,1,,2,,"H28109-04-01",1721.74719238281
281090401,5,1,5,310,,28109002,0.25,1,,8,14,1,3,1,,,1,,2,,"H28109-04-01",1721.74719238281
281090402,1,1,1,741,,28109004,0.75,1,,2,11,2,,,,,,,,,"H28109-04-02",1721.74719238281
281090402,2,1,2,630,,28109004,0.5,,,,,2,,,,,,,,,"H28109-04-02",1721.74719238281
281090402,3,1,3,210,,28109004,1,,,,,,,,,,,,,,"H28109-04-02",1721.74719238281
281090402,4,1,4,130,,28109004,4,,,,,,,,,,,,,,"H28109-04-02",1721.74719238281
281090402,5,1,5,610,,28109004,1,,,,,,,,,,,,,,"H28109-04-02",1721.74719238281
281090402,6,1,6,620,,28109004,0.25,,,,,,,,,,,,,,"H28109-04-02",1721.74719238281
281090402,7,1,7,630,,28109004,0.5,,,,,,,,,,,,,,"H28109-04-02",1721.74719238281
281100401,1,1,1,210,,28110002,0.5,1,,8,14,1,20,31,,,1,,2,,"H28110-04-01",3443.49438476563
281100401,2,1,2,130,,28110002,0.5,1,,9,14,1,6,31,,,1,,2,,"H28110-04-01",3443.49438476563
281100401,3,1,3,610,,28110002,0.300000011920929,1,,8,14,1,3,22,,,1,,2,,"H28110-04-01",3443.49438476563
281100401,4,1,4,620,,28110002,0.300000011920929,1,,8,14,1,6,66,,,1,,2,,"H28110-04-01",3443.49438476563
282020401,1,3,1,630,,28202001,0.25,1,,9,14,1,3,66,,,1,,2,,"H28202-04-01",3443.49487304688
282020401,2,3,2,130,,28202001,0.150000005960464,1,,9,14,1,10,1,,,1,,2,,"H28202-04-01",3443.49487304688
282020401,3,3,3,210,,28202001,0.150000005960464,1,,9,14,1,15,1,,,1,,1,15000,"H28202-04-01",3443.49487304688
282020401,4,3,4,620,,28202001,0.150000005960464,1,,9,14,1,10,66,,,1,,2,,"H28202-04-01",3443.49487304688
282050401,1,1,1,630,,28205001,0.5,1,,3,14,2,,,,,,,,,"H28205-04-01",1721.74743652344
282050401,2,2,2,310,,28205001,0.5,1,,3,14,1,15,1,,,1,,2,,"H28205-04-01",1721.74743652344
282050401,3,3,3,630,,28205001,0.5,1,,7,14,2,,,,,,,,,"H28205-04-01",1721.74743652344
282060401,1,1,1,741,,28206002,0.5,1,,2,6,2,,,,,,,,,"H28206-04-01",1721.74743652344
282060401,2,1,2,630,,28206002,0.25,1,,8,12,2,,,,,,,,,"H28206-04-01",1721.74743652344
282060401,3,1,3,610,,28206002,0.75,1,,7,14,1,15,22,,,1,,1,150000,"H28206-04-01",1721.74743652344
282060401,4,1,4,210,,28206002,0.400000005960464,2,60,7,14,1,0.75,22,,,1,,2,,"H28206-04-01",1721.74743652344
282060401,5,1,4,130,,28206002,0.400000005960464,2,40,7,14,1,4,31,,,1,,2,,"H28206-04-01",1721.74743652344
282060401,6,1,5,620,,28206002,0.100000001490116,1,,8,14,1,1,66,,,1,,2,,"H28206-04-01",1721.74743652344
282070401,1,1,1,210,,28207004,0.75,1,,8,14,1,2,22,,,1,,1,60000,"H28207-04-01",1721.74743652344
282070401,2,1,2,610,,28207004,0.5,1,,7,14,1,7,22,,,1,,1,70000,"H28207-04-01",1721.74743652344
282070401,3,1,3,130,,28207004,0.5,1,,8,14,1,1,22,,,1,,2,,"H28207-04-01",1721.74743652344
282070401,4,1,4,620,,28207004,0.25,1,,9,14,1,5,66,,,1,,2,,"H28207-04-01",1721.74743652344
282090401,1,1,1,741,,28209002,0.5,1,,99,10,2,,,,,,,,,"H28209-04-01",3443.49487304688
282090401,3,1,2,820,,28209002,0.5,1,,3,14,2,,,,,,,,,"H28209-04-01",3443.49487304688
282090401,2,1,3,811,,28209002,0.5,1,,99,9,2,,,,,,,,,"H28209-04-01",3443.49487304688
282090401,4,2,4,210,,28209002,0.5,2,40,7,14,1,10,1,15,1,1,,2,,"H28209-04-01",3443.49487304688
282090401,5,2,4,130,,28209002,0.5,2,60,7,14,1,5,1,10,1,1,,2,,"H28209-04-01",3443.49487304688
282090401,6,3,5,630,,28209002,0.25,1,,7,14,2,,,,,,,,,"H28209-04-01",3443.49487304688
282100401,2,1,1,210,,28210002,0.25,2,30,8,14,1,10,1,10,,1,,2,,"H28210-04-01",3443.49487304688
282100401,3,1,1,630,,28210002,0.25,2,10,8,14,1,3,66,5,66,1,,2,,"H28210-04-01",3443.49487304688
282100401,1,1,1,130,,28210002,0.150000005960464,2,60,8,14,1,1,1,3,,1,,2,,"H28210-04-01",3443.49487304688
282100401,4,1,2,610,,28210002,0.25,2,70,7,14,1,7,22,7,22,1,,2,,"H28210-04-01",3443.49487304688
282100401,5,1,3,510,,28210002,0.25,2,30,8,14,2,3,66,,,,,,,"H28210-04-01",3443.49487304688
282110401,1,1,1,310,,28211001,0.150000005960464,1,,7,14,1,20,31,,,1,,1,30000,"H28211-04-01",3443.49487304688
282110401,2,1,2,210,,28211001,0.100000001490116,1,,7,14,1,30,31,,,1,,1,21000,"H28211-04-01",3443.49487304688
283100401,1,2,1,210,,28310017,0.5,1,,8,14,1,30,1,,,1,,2,,"H28310-04-01",3443.49438476563
283100401,2,3,2,210,,28310017,0.5,1,,8,14,1,30,1,,,1,,2,,"H28310-04-01",3443.49438476563
283100401,4,4,3,130,,28310017,1,2,40,8,14,1,4,1,30,1,1,,2,,"H28310-04-01",3443.49438476563
283100401,3,4,3,210,,28310017,1,2,60,8,14,1,40,1,50,1,1,,2,,"H28310-04-01",3443.49438476563
283100401,5,5,5,210,,28310017,0.5,2,60,8,14,1,20,1,30,1,1,,2,,"H28310-04-01",3443.49438476563
283100401,6,5,5,130,,28310017,0.5,2,40,8,14,1,3,1,25,1,1,,2,,"H28310-04-01",3443.49438476563
285010401,1,1,1,741,,28501001,0.600000023841858,2,60,2,7,2,,,,,,,,,"H28501-04-01",2437.248046875
285010401,2,1,1,210,,28501001,0.600000023841858,2,40,7,14,1,20,1,30,1,1,,2,,"H28501-04-01",2437.248046875
285010401,3,2,2,620,,28501001,0.400000005960464,1,,8,14,1,1,66,,,1,,2,,"H28501-04-01",2437.248046875
285010401,4,3,3,130,,28501001,0.300000011920929,1,,9,14,1,2,1,,,1,,2,,"H28501-04-01",2437.248046875
285020401,1,1,2,741,,28502001,0.5,1,,99,1,,,,,,,,,,"H28502-04-01",2437.248046875
285020401,2,1,3,130,,28502001,0.5,1,,9,14,1,,,,,,,,,"H28502-04-01",2437.248046875
285020401,3,2,1,620,,28502001,0.200000002980232,1,,12,14,2,,,,,,,,,"H28502-04-01",2437.248046875
285030401,2,1,1,210,,28503001,0.400000005960464,2,40,8,14,1,,,,,,,,,"H28503-04-01",2437.248046875
285030401,1,1,1,741,,28503001,0.400000005960464,2,60,1,7,2,,,,,,,,,"H28503-04-01",2437.248046875
285030401,3,1,2,510,,28503001,0.400000005960464,1,,2,12,2,,,,,,,,,"H28503-04-01",2437.248046875
285030401,4,2,3,210,,28503001,0.200000002980232,1,,8,14,1,,,,,,,,,"H28503-04-01",2437.248046875
285030401,5,3,4,620,,28503001,0.25,1,,,,1,,,,,,,,,"H28503-04-01",2437.248046875
285040401,2,1,1,210,,28504001,0.300000011920929,2,40,8,14,1,5,1,80,1,1,,1,6000,"H28504-04-01",2437.248046875
285040401,3,1,1,811,,28504001,0.300000011920929,2,20,1,7,2,,,,,,,,,"H28504-04-01",2437.248046875
285040401,1,1,1,741,,28504001,0.300000011920929,2,40,1,7,2,,,,,,,,,"H28504-04-01",2437.248046875
285040401,4,2,2,620,,28504001,0.200000002980232,,,,,1,2,66,,,1,,2,,"H28504-04-01",2437.248046875
285040401,5,3,3,630,,28504001,0.200000002980232,1,,2,14,2,,,,,,,,,"H28504-04-01",2437.248046875
285050401,1,1,1,741,,28505001,1.5,1,,99,1,2,,,,,,,,,"H28505-04-01",812.415954589844
285050401,2,2,2,510,,28505001,1,1,,7,10,2,,,,,,,,,"H28505-04-01",812.415954589844
285050401,3,3,3,620,,28505001,1,1,,10,14,2,,,,,,,,,"H28505-04-01",812.415954589844
285050401,4,3,4,630,,28505001,1.20000004768372,1,,12,14,2,,,,,,,,,"H28505-04-01",812.415954589844
285050401,5,4,5,210,,28505001,1.5,1,,8,14,1,15,1,,,1,,2,,"H28505-04-01",812.415954589844
285050403,1,1,1,741,,28505011,0.150000005960464,1,,7,10,2,,,,,,,,,"H28505-04-03",812.415954589844
285050403,2,1,2,210,,28505011,0.100000001490116,2,40,9,14,1,5,1,10,1,1,,1,10000,"H28505-04-03",812.415954589844
285050403,3,1,2,130,,28505011,0.100000001490116,2,60,9,14,1,2,1,4,1,1,,2,,"H28505-04-03",812.415954589844
285060401,2,1,1,742,,28506001,1.20000004768372,2,50,1,1,2,,,,,,,,,"H28506-04-01",2437.248046875
285060401,1,1,1,741,,28506001,1.20000004768372,2,50,1,1,2,,,,,,,,,"H28506-04-01",2437.248046875
285060401,3,2,2,150,,28506001,0.5,,,,,1,,,,,,,,,"H28506-04-01",2437.248046875
285060401,4,3,3,620,,28506001,0.5,,,,,1,2,66,,,1,,2,,"H28506-04-01",2437.248046875
285080401,1,1,1,741,,28508002,0.200000002980232,1,,1,1,2,,,,,,,,,"H28508-04-01",2437.248046875
285080401,2,1,2,141,,28508002,0.200000002980232,1,,8,14,1,4,1,,,1,,2,,"H28508-04-01",2437.248046875
285080401,3,1,4,150,,28508002,0.200000002980232,1,,2,14,1,5,1,,,1,,2,,"H28508-04-01",2437.248046875
285080401,4,2,3,630,,28508002,0.200000002980232,1,,1,14,2,,,,,,,,,"H28508-04-01",2437.248046875
285090401,2,1,2,620,,28509001,0.209999993443489,2,30,6,14,2,,,,,,,,,"H28509-04-01",2437.248046875
285090401,1,1,2,741,,28509001,0.209999993443489,2,70,99,1,2,,,,,,,,,"H28509-04-01",2437.248046875
285090401,3,2,1,130,,28509001,0.200000002980232,1,,9,14,1,2,1,,,1,,2,,"H28509-04-01",2437.248046875
285100401,2,1,1,130,,28510002,0.300000011920929,2,40,9,14,1,5,30,10,30,1,,2,,"H28510-04-01",2437.248046875
285100401,1,1,1,741,,28510002,0.300000011920929,2,60,7,1,2,,,,,,,,,"H28510-04-01",2437.248046875
285100401,3,2,2,620,,28510002,0.25,1,,4,14,2,,,,,,,,,"H28510-04-01",2437.248046875
285110401,2,1,1,130,,28511002,0.200000002980232,2,30,7,14,1,3,1,5,1,1,,2,,"H28511-04-01",1218.6240234375
285110401,1,1,1,741,,28511002,0.200000002980232,2,70,1,7,2,,,,,,,,,"H28511-04-01",1218.6240234375
285110401,4,2,2,130,,28511002,0.150000005960464,,,,,1,5,1,,,1,,2,,"H28511-04-01",1218.6240234375
285110401,3,2,2,210,,28511002,0.150000005960464,,,,,1,2,1,,,1,,2,,"H28511-04-01",1218.6240234375
285110401,5,2,3,630,,28511002,0.0500000007450581,,,,,2,,,,,,,,,"H28511-04-01",1218.6240234375
287020401,3,1,1,130,,28702002,0.100000001490116,2,30,8,14,1,1,1,5,1,1,,2,,"H28702-04-01",3443.49438476563
287020401,1,1,1,741,,28702002,0.100000001490116,2,30,99,,2,,,,,,,,,"H28702-04-01",3443.49438476563
287020401,2,1,1,210,,28702002,0.100000001490116,2,40,99,9,1,2,1,5,1,1,,2,,"H28702-04-01",3443.49438476563
287020401,4,2,2,811,,28702002,2,1,,8,14,2,,,,,,,,,"H28702-04-01",3443.49438476563
287050401,1,1,1,620,,28705002,0.25,1,,8,14,1,3,66,,,1,,2,,"H28705-04-01",3443.49438476563
287050401,2,1,2,210,,28705002,0.25,1,,8,14,1,5,1,,,1,,2,,"H28705-04-01",3443.49438476563
287060401,4,1,4,630,,28706001,1,1,,2,14,1,10,11,,,1,,2,,"H28706-04-01",3443.49438476563
287060401,1,2,1,620,,28706001,0.25,1,,6,14,1,23,66,,,2,1,2,,"H28706-04-01",3443.49438476563
287060401,2,2,2,130,,28706001,1,1,,8,14,1,10,1,,,1,,2,,"H28706-04-01",3443.49438476563
287060401,3,2,3,210,,28706001,1,1,,7,14,1,40,1,,,1,,2,,"H28706-04-01",3443.49438476563
287090401,1,1,1,630,,28709001,0.300000011920929,1,,3,14,2,,,,,,,,,"H28709-04-01",3443.49438476563
287100401,1,1,1,741,,28710002,0.25,1,,99,3,2,,,,,,,,,"H28710-04-01",3443.49438476563
290020401,1,1,1,210,,29002002,0.300000011920929,2,60,7,14,1,5,1,10,1,1,,2,,"H29002-04-01",3443.49438476563
290020401,2,1,1,630,,29002002,0.300000011920929,2,40,7,13,2,,,,,,,,,"H29002-04-01",3443.49438476563
290020401,3,2,2,630,,29002002,0.300000011920929,1,,3,14,2,,,,,,,,,"H29002-04-01",3443.49438476563
290030401,1,1,1,130,,29003001,1.25,1,,7,14,1,5,1,,,2,2,1,20000,"H29003-04-01",3443.49438476563
290030401,2,2,2,130,,29003001,1.5,1,,7,14,1,5,1,,,2,2,1,20000,"H29003-04-01",3443.49438476563
290030401,3,3,3,210,,29003001,0.5,1,,7,14,1,20,1,,,1,,2,,"H29003-04-01",3443.49438476563
290040401,2,1,1,130,,29004002,1,2,50,8,14,1,20,22,20,22,1,,2,,"H29004-04-01",3443.49438476563
290040401,1,1,1,630,,29004002,1,2,50,8,14,1,2,10,2,10,1,,2,,"H29004-04-01",3443.49438476563
290040401,3,1,2,620,,29004002,0.100000001490116,1,,7,14,1,5,66,,,1,,2,,"H29004-04-01",3443.49438476563
290040401,4,1,3,310,,29004002,0.150000005960464,2,40,7,14,1,10,1,10,1,1,,2,,"H29004-04-01",3443.49438476563
290040401,5,1,3,150,,29004002,0.150000005960464,2,60,7,14,1,1,1,1,1,1,,2,,"H29004-04-01",3443.49438476563
290040401,6,1,4,210,,29004002,0.100000001490116,2,40,7,14,1,30,31,30,1,1,,2,,"H29004-04-01",3443.49438476563
290040401,7,1,4,741,,29004002,0.100000001490116,1,,8,9,2,,,,,,,,,"H29004-04-01",3443.49438476563
290050401,1,1,1,741,,29005001,0.5,2,70,99,2,2,,,,,,,,,"H29005-04-01",3443.49438476563
290050401,2,1,1,640,,29005001,0.5,2,30,9,14,1,30,85,100,85,1,,2,,"H29005-04-01",3443.49438476563
290050401,3,1,2,410,,29005001,0.5,1,,8,14,1,2,99,,,2,3,1,30000,"H29005-04-01",3443.49438476563
290050401,4,1,3,420,,29005001,0.25,1,,8,14,1,3,99,,,2,3,1,12000,"H29005-04-01",3443.49438476563
290050401,5,1,4,210,,29005001,0.25,1,,8,14,1,1.5,1,,,1,,2,,"H29005-04-01",3443.49438476563
290050401,6,1,5,470,,29005001,0.25,1,,7,14,1,1,99,,,1,,1,7000,"H29005-04-01",3443.49438476563
290050401,7,1,6,620,,29005001,0.25,1,,9,14,1,4,66,,,1,,2,,"H29005-04-01",3443.49438476563
290060401,1,1,1,630,,29006002,0.5,1,,7,14,2,,,,,,,,,"H29006-04-01",3443.49438476563
290060401,2,1,2,210,,29006002,0.5,1,,8,14,1,5,31,,,1,,2,,"H29006-04-01",3443.49438476563
290060401,3,1,3,130,,29006002,0.5,1,,8,14,1,4,31,,,2,3,2,,"H29006-04-01",3443.49438476563
290060401,4,1,4,310,,29006002,0.25,1,,8,14,1,1.5,31,,,1,,2,,"H29006-04-01",3443.49438476563
290060401,5,1,5,620,,29006002,0.25,1,,8,14,1,4,66,,,1,,2,,"H29006-04-01",3443.49438476563
291010401,1,1,1,620,,29101001,0.025000000372529,1,,5,14,1,2,66,,,1,,2,,"H29101-04-01",3443.49438476563
291010401,2,1,2,310,,29101001,0.75,1,,8,14,1,30,1,,,1,,2,,"H29101-04-01",3443.49438476563
291010401,3,2,3,210,,29101001,1,2,50,8,14,1,15,1,15,1,1,,2,,"H29101-04-01",3443.49438476563
291010401,4,2,3,150,,29101001,1,2,50,8,14,1,7,1,7,1,1,,2,,"H29101-04-01",3443.49438476563
292020401,1,1,1,741,,29202002,1,1,,1,1,2,,,,,,,,,"H29202-04-01",2437.248046875
292020401,2,1,2,210,,29202002,0.300000011920929,1,,9,14,1,20,1,,,1,,2,,"H29202-04-01",2437.248046875
292020401,3,1,3,310,,29202002,0.200000002980232,1,,9,14,1,30,1,,,1,,2,,"H29202-04-01",2437.248046875
292050401,2,1,1,130,,29205001,0.300000011920929,2,50,9,14,1,1,1,3,1,1,,2,,"H29205-04-01",2437.248046875
292050401,1,1,1,210,,29205001,0.300000011920929,2,50,9,14,1,5,1,10,1,1,,2,,"H29205-04-01",2437.248046875
292050401,3,2,2,141,,29205001,0.100000001490116,1,,9,14,1,5,1,,,1,,2,,"H29205-04-01",2437.248046875
292050401,4,2,3,310,,29205001,0.100000001490116,1,,10,14,1,10,1,,,1,,2,,"H29205-04-01",2437.248046875
292050401,5,2,4,741,,29205001,0.300000011920929,1,,1,14,2,,,,,,,,,"H29205-04-01",2437.248046875
292100401,1,1,1,741,,29210002,0.200000002980232,1,,99,1,2,,,,,,,,,"H29210-04-01",1218.6240234375
292100401,2,1,2,630,,29210002,0.400000005960464,1,,2,14,2,,,,,,,,,"H29210-04-01",1218.6240234375
292100401,3,1,3,640,,29210002,0.200000002980232,1,,3,14,2,,,,,,,,,"H29210-04-01",1218.6240234375
294010401,1,1,1,741,,29401001,0.800000011920929,2,60,1,1,2,,,,,,,,,"H29401-04-01",2437.248046875
294010401,3,1,1,812,,29401001,0.800000011920929,2,20,1,5,2,,,,,,,,,"H29401-04-01",2437.248046875
294010401,2,1,1,210,,29401001,0.800000011920929,2,20,7,14,1,10,1,20,,1,,1,30000,"H29401-04-01",2437.248046875
294010401,4,2,2,141,,29401001,1,2,80,7,14,1,10,1,15,,1,,2,,"H29401-04-01",2437.248046875
294010401,5,2,2,811,,29401001,1,2,20,1,6,2,,,,,,,,,"H29401-04-01",2437.248046875
