"HHID","PID","h5q2","h5q3","h5q4","h5q5","h5q6","h5q7a","h5q7b","h5q8","h5q9","h5q10","h5q11","h5q12","wgt_X"
"H23605-04-01","P23605-005",2,"P23605-001",2,,,,,,,,,,2464.5224609375
"H23605-04-01","P23605-007",2,"P23605-001",2,,,,,,,,,,2464.5224609375
"H23606-04-01","P23606-001",1,,2,,,,,,,,,,2464.5224609375
"H23606-04-01","P23606-002",1,,2,,,,,,,,,,2464.5224609375
"H23606-04-01","P23606-004",2,"P23606-001",2,,,,,,,,,,2464.5224609375
"H23606-04-01","P23606-006",2,"P23606-001",2,,,,,,,,,,2464.5224609375
"H23606-04-01","P23606-007",2,"P23606-001",2,,,,,,,,,,2464.5224609375
"H23606-04-01","P23606-008",2,"P23606-001",2,,,,,,,,,,2464.5224609375
"H23606-04-01","P23606-009",2,"P23606-001",2,,,,,,,,,,2464.5224609375
"H23607-04-01","P23607-007",1,,2,,,,,,,,,,492.904541015625
"H23607-04-01","P23607-016",2,"P23607-007",2,,,,,,,,,,492.904541015625
"H23607-04-01","P23607-017",2,"P23607-007",2,,,,,,,,,,492.904541015625
"H23607-04-01","P23607-030",2,"P23607-007",2,,,,,,,,,,492.904541015625
"H23607-04-02","P23607-005",2,"P23607-006",2,,,,,,,,,,492.904541015625
"H23607-04-02","P23607-006",1,,2,,,,,,,,,,492.904541015625
"H23607-04-02","P23607-008",2,"P23607-006",2,,,,,,,,,,492.904541015625
"H23607-04-02","P23607-009",2,"P23607-006",2,,,,,,,,,,492.904541015625
"H23607-04-02","P23607-010",2,"P23607-006",2,,,,,,,,,,492.904541015625
"H23607-04-02","P23607-011",2,"P23607-006",1,3,1,4,12,1,,2,2,0,492.904541015625
"H23607-04-02","P23607-015",2,"P23607-006",2,,,,,,,,,,492.904541015625
"H23607-04-03","P23607-001",1,,2,,,,,,,,,,492.904541015625
"H23607-04-03","P23607-002",2,"P23607-014",1,3,0,9,5,1,,2,3,6500,492.904541015625
"H23607-04-03","P23607-012",2,"P23607-014",2,,,,,,,,,,492.904541015625
"H23607-04-03","P23607-014",1,,2,,,,,,,,,,492.904541015625
"H23607-04-03","P23607-036",2,"P23607-014",2,,,,,,,,,,492.904541015625
"H23607-04-04","P23607-025",2,"P23607-026",2,,,,,,,,,,492.904541015625
"H23607-04-04","P23607-026",1,,2,,,,,,,,,,492.904541015625
"H23607-04-04","P23607-027",2,"P23607-026",1,7,0,9,12,1,,1,3,0,492.904541015625
"H23607-04-04","P23607-028",2,"P23607-026",2,,,,,,,,,,492.904541015625
"H23607-04-04","P23607-029",2,"P23607-026",2,,,,,,,,,,492.904541015625
"H23607-04-04","P23607-034",2,"P23607-026",2,,,,,,,,,,492.904541015625
"H23607-04-05","P23607-018",1,,2,,,,,,,,,,492.904541015625
"H23607-04-05","P23607-019",2,"P23607-018",2,,,,,,,,,,492.904541015625
"H23607-04-05","P23607-037",2,"P23607-018",2,,,,,,,,,,492.904541015625
"H23608-04-01","P23608-001",1,,2,,,,,,,,,,2464.5224609375
"H23608-04-01","P23608-002",1,,1,14,3,6,40,1,,2,0.5,0,2464.5224609375
"H23608-04-01","P23608-003",2,"P23608-002",2,,,,,,,,,,2464.5224609375
"H23608-04-01","P23608-004",2,"P23608-002",2,,,,,,,,,,2464.5224609375
"H23608-04-01","P23608-006",2,"P23608-002",2,,,,,,,,,,2464.5224609375
"H23608-04-01","P23608-007",2,"P23608-002",1,2,0,4,40,1,,2,0.5,0,2464.5224609375
"H23608-04-01","P23608-008",2,"P23608-002",2,,,,,,,,,,2464.5224609375
"H23608-04-01","P23608-009",2,"P23608-002",2,,,,,,,,,,2464.5224609375
"H23608-04-01","P23608-010",2,"P23608-002",2,,,,,,,,,,2464.5224609375
"H23610-04-01","P23610-001",1,,2,,,,,,,,,,2464.5224609375
"H23701-04-01","P23701-001",1,,2,,,,,,,,,,1232.26123046875
"H23701-04-01","P23701-002",2,"P23701-005",2,,,,,,,,,,1232.26123046875
"H23701-04-01","P23701-005",1,,2,,,,,,,,,,1232.26123046875
"H23701-04-01","P23701-006",2,"P23701-005",2,,,,,,,,,,1232.26123046875
"H23701-04-02","P23701-003",1,,2,,,,,,,,,,1232.26123046875
"H23701-04-02","P23701-008",2,"P23701-003",2,,,,,,,,,,1232.26123046875
"H23701-04-02","P23701-009",2,"P23701-003",2,,,,,,,,,,1232.26123046875
"H23702-04-01","P23702-001",1,,2,,,,,,,,,,2464.5224609375
"H23702-04-01","P23702-002",1,,1,3,3,96,,1,,6,2,1000,2464.5224609375
"H23702-04-01","P23702-008",1,,2,,,,,,,,,,2464.5224609375
"H23703-04-01","P23703-001",1,,2,,,,,,,,,,2464.5224609375
"H23703-04-01","P23703-002",2,"P23703-001",2,,,,,,,,,,2464.5224609375
"H23703-04-01","P23703-003",2,"P23703-001",1,14,0,14,40,1,,6,0.2,5000,2464.5224609375
"H23703-04-01","P23703-004",2,"P23703-001",1,7,3,4,9,1,,7,0.2,10000,2464.5224609375
"H23703-04-01","P23703-005",2,"P23703-001",1,4,2,4,11,1,,7,0.2,7000,2464.5224609375
"H23705-04-01","P23705-001",2,"P23705-002",2,,,,,,,,,,2464.5224609375
"H23705-04-01","P23705-002",1,,1,21,7,8,40,1,,1,5,0,2464.5224609375
"H23705-04-01","P23705-003",1,,1,3,0,13,40,2,1,,,,2464.5224609375
"H23705-04-01","P23705-004",1,,1,7,3,19,40,1,,1,5,2500,2464.5224609375
"H23705-04-01","P23705-005",1,,1,21,10,5,40,1,,1,5,2000,2464.5224609375
"H23705-04-01","P23705-006",1,,1,3,3,9,40,1,,6,2,500,2464.5224609375
"H23707-04-01","P23707-001",2,"P23707-002",2,,,,,,,,,,2464.5224609375
"H23707-04-01","P23707-002",1,,2,,,,,,,,,,2464.5224609375
"H23707-04-01","P23707-004",2,"P23707-002",2,,,,,,,,,,2464.5224609375
"H23707-04-01","P23707-006",2,"P23707-002",2,,,,,,,,,,2464.5224609375
"H23707-04-01","P23707-007",2,"P23707-002",1,7,7,4,11,1,,2,3,25000,2464.5224609375
"H23708-04-01","P23708-015",1,,1,14,5,4,40,1,,5,1.5,10000,821.507446289063
"H23708-04-01","P23708-016",1,,1,3,0,13,40,2,5,,,,821.507446289063
"H23708-04-01","P23708-018",2,"P23708-016",2,,,,,,,,,,821.507446289063
"H23708-04-01","P23708-019",2,"P23708-016",2,,,,,,,,,,821.507446289063
"H23708-04-01","P23708-020",2,"P23708-016",1,4,0,1,40,1,,6,0.04,1000,821.507446289063
"H23708-04-02","P23708-001",2,"P23708-004",2,,,,,,,,,,821.507446289063
"H23708-04-02","P23708-002",2,"P23708-004",1,14,3,8,6,1,,1,3,0,821.507446289063
"H23708-04-02","P23708-004",1,,2,,,,,,,,,,821.507446289063
"H23708-04-02","P23708-005",2,"P23708-004",2,,,,,,,,,,821.507446289063
"H23708-04-02","P23708-006",2,"P23708-004",2,,,,,,,,,,821.507446289063
"H23708-04-02","P23708-007",2,"P23708-004",2,,,,,,,,,,821.507446289063
"H23708-04-02","P23708-021",2,"P23708-004",2,,,,,,,,,,821.507446289063
"H23708-04-03","P23708-009",2,"P23708-010",2,,,,,,,,,,821.507446289063
"H23708-04-03","P23708-010",1,,2,,,,,,,,,,821.507446289063
"H23708-04-03","P23708-011",2,"P23708-010",2,,,,,,,,,,821.507446289063
"H23708-04-03","P23708-012",2,"P23708-010",2,,,,,,,,,,821.507446289063
"H23708-04-03","P23708-013",2,"P23708-010",2,,,,,,,,,,821.507446289063
"H23708-04-03","P23708-024",2,"P23708-010",1,7,0,13,40,1,,6,0.5,5000,821.507446289063
"H23709-04-01","P23709-001",1,,2,,,,,,,,,,2464.5224609375
"H23709-04-01","P23709-002",2,"P23709-001",2,,,,,,,,,,2464.5224609375
"H23709-04-01","P23709-004",2,"P23709-001",2,,,,,,,,,,2464.5224609375
"H23709-04-01","P23709-005",2,"P23709-001",2,,,,,,,,,,2464.5224609375
"H23709-04-01","P23709-006",2,"P23709-001",1,14,0,4,11,1,,1,4.8,0,2464.5224609375
"H23709-04-01","P23709-007",2,"P23709-001",2,,,,,,,,,,2464.5224609375
"H23710-04-01","P23710-004",1,,2,,,,,,,,,,1232.26123046875
"H23710-04-01","P23710-006",1,,2,,,,,,,,,,1232.26123046875
"H23710-04-02","P23710-001",1,,1,7,0,9,40,1,,1,2,0,1232.26123046875
"H23801-04-01","P23801-001",1,,2,,,,,,,,,,2464.5224609375
"H23801-04-01","P23801-002",1,,2,,,,,,,,,,2464.5224609375
"H23801-04-01","P23801-003",2,"P23801-001",2,,,,,,,,,,2464.5224609375
"H23801-04-01","P23801-006",2,"P23801-001",2,,,,,,,,,,2464.5224609375
"H23801-04-01","P23801-007",2,"P23801-001",2,,,,,,,,,,2464.5224609375
"H23801-04-01","P23801-015",2,"P23801-001",2,,,,,,,,,,2464.5224609375
"H23802-04-01","P23802-001",1,,2,,,,,,,,,,2464.5224609375
"H23802-04-01","P23802-002",2,"P23802-001",2,,,,,,,,,,2464.5224609375
"H23804-04-01","P23804-002",1,,1,3,0,6,40,1,,7,1,2000,2464.5224609375
"H23804-04-01","P23804-003",2,"P23804-002",1,14,0,1,40,1,,7,1,4000,2464.5224609375
"H23804-04-01","P23804-004",2,"P23804-002",2,,,,,,,,,,2464.5224609375
"H23804-04-01","P23804-005",2,"P23804-002",2,,,,,,,,,,2464.5224609375
"H23804-04-01","P23804-006",2,"P23804-002",2,,,,,,,,,,2464.5224609375
"H23804-04-01","P23804-007",2,"P23804-002",2,,,,,,,,,,2464.5224609375
"H23804-04-01","P23804-009",2,"P23804-002",2,,,,,,,,,,2464.5224609375
"H23806-04-01","P23806-001",1,,2,,,,,,,,,,1232.26123046875
"H23806-04-01","P23806-002",2,"P23806-001",1,7,2,4,11,1,,2,4,0,1232.26123046875
"H23806-04-01","P23806-003",2,"P23806-001",2,,,,,,,,,,1232.26123046875
"H23806-04-01","P23806-004",2,"P23806-001",2,,,,,,,,,,1232.26123046875
"H23806-04-01","P23806-005",2,"P23806-001",2,,,,,,,,,,1232.26123046875
"H23806-04-01","P23806-007",2,"P23806-001",2,,,,,,,,,,1232.26123046875
"H23806-04-01","P23806-008",2,"P23806-001",2,,,,,,,,,,1232.26123046875
"H23806-04-01","P23806-010",2,"P23806-001",1,3,0,4,9,1,,6,0.4,5000,1232.26123046875
"H23806-04-02","P23806-006",1,,2,,,,,,,,,,1232.26123046875
"H23806-04-02","P23806-015",1,,2,,,,,,,,,,1232.26123046875
"H23806-04-02","P23806-016",2,"P23806-006",1,7,2,4,40,1,,5,2,12000,1232.26123046875
"H23806-04-02","P23806-017",2,"P23806-006",2,,,,,,,,,,1232.26123046875
"H23808-04-01","P23808-001",1,,1,5,2,4,9,1,,7,0,10000,2464.5224609375
"H23808-04-01","P23808-002",2,"P23808-001",2,,,,,,,,,,2464.5224609375
"H23808-04-01","P23808-003",2,"P23808-001",2,,,,,,,,,,2464.5224609375
"H23808-04-01","P23808-004",2,"P23808-001",2,,,,,,,,,,2464.5224609375
"H23808-04-01","P23808-005",1,,2,,,,,,,,,,2464.5224609375
"H23809-04-01","P23809-001",1,,2,,,,,,,,,,2464.5224609375
"H23809-04-01","P23809-002",2,"P23809-001",2,,,,,,,,,,2464.5224609375
"H23809-04-01","P23809-003",2,"P23809-001",2,,,,,,,,,,2464.5224609375
"H23809-04-01","P23809-004",2,"P23809-001",2,,,,,,,,,,2464.5224609375
"H23810-04-01","P23810-001",1,,1,7,0,13,40,1,,6,0.6,1000,2464.5224609375
"H23810-04-01","P23810-004",2,"P23810-001",2,,,,,,,,,,2464.5224609375
"H23810-04-01","P23810-006",1,,1,30,0,14,13,1,,6,0.6,500,2464.5224609375
"H23810-04-01","P23810-007",1,,2,,,,,,,,,,2464.5224609375
"H23810-04-01","P23810-008",1,,2,,,,,,,,,,2464.5224609375
"H23811-04-01","P23811-001",2,"P23811-002",1,5,0,8,40,1,,6,0.5,1500,2464.5224609375
"H23811-04-01","P23811-002",1,,1,3,0,9,8,1,,5,8,6000,2464.5224609375
"H23811-04-01","P23811-003",2,"P23811-002",2,,,,,,,,,,2464.5224609375
"H23811-04-01","P23811-004",2,"P23811-002",1,21,7,1,4,1,,5,8,20000,2464.5224609375
"H23811-04-01","P23811-005",2,"P23811-002",2,,,,,,,,,,2464.5224609375
"H23812-04-01","P23812-001",1,,1,2,0,9,40,1,,6,1.5,700,2464.5224609375
"H23812-04-01","P23812-003",2,"P23812-001",2,,,,,,,,,,2464.5224609375
"H23812-04-01","P23812-005",2,"P23812-001",2,,,,,,,,,,2464.5224609375
"H23812-04-01","P23812-007",2,"P23812-001",2,,,,,,,,,,2464.5224609375
"H23813-04-01","P23813-001",1,,1,14,9,1,12,1,,7,3.2,45000,2464.5224609375
"H23813-04-01","P23813-011",1,,2,,,,,,,,,,2464.5224609375
"H23813-04-01","P23813-012",2,"P23813-001",2,,,,,,,,,,2464.5224609375
"H23901-04-01","P23901-001",1,,1,7,3,1,40,1,,6,2,8000,2464.5224609375
"H23901-04-01","P23901-002",2,"P23901-001",1,10,7,21,96,1,,7,2,8300,2464.5224609375
"H23901-04-01","P23901-003",2,"P23901-001",1,3,2,4,40,1,,2,0.02,0,2464.5224609375
"H23901-04-01","P23901-004",2,"P23901-001",1,4,0,7,40,1,,2,0.02,1000,2464.5224609375
"H23902-04-01","P23902-001",2,"P23902-004",2,,,,,,,,,,2464.5224609375
"H23902-04-01","P23902-002",2,"P23902-004",2,,,,,,,,,,2464.5224609375
"H23902-04-01","P23902-003",2,"P23902-004",2,,,,,,,,,,2464.5224609375
"H23902-04-01","P23902-004",1,,2,,,,,,,,,,2464.5224609375
"H23902-04-01","P23902-005",2,"P23902-004",2,,,,,,,,,,2464.5224609375
"H23902-04-01","P23902-006",2,"P23902-004",2,,,,,,,,,,2464.5224609375
"H23902-04-01","P23902-008",2,"P23902-004",2,,,,,,,,,,2464.5224609375
"H23902-04-01","P23902-009",2,"P23902-004",2,,,,,,,,,,2464.5224609375
"H23902-04-01","P23902-010",2,"P23902-004",2,,,,,,,,,,2464.5224609375
"H23903-04-01","P23903-001",1,,1,7,0,96,8,1,,7,1.6,5000,2464.5224609375
"H23904-04-01","P23904-001",1,,1,7,0,14,40,1,,7,1.6,1000,2464.5224609375
"H23904-04-01","P23904-002",1,,1,7,4,12,9,1,,2,4,0,2464.5224609375
"H23905-04-01","P23905-003",2,"P23905-007",2,,,,,,,,,,1232.26123046875
"H23905-04-01","P23905-004",1,,1,3,0,96,40,1,,10,1.5,1800,1232.26123046875
"H23905-04-01","P23905-007",1,,2,,,,,,,,,,1232.26123046875
"H23905-04-01","P23905-008",2,"P23905-007",2,,,,,,,,,,1232.26123046875
"H23905-04-01","P23905-009",2,"P23905-007",2,,,,,,,,,,1232.26123046875
"H23905-04-01","P23905-010",2,"P23905-007",2,,,,,,,,,,1232.26123046875
"H23905-04-01","P23905-011",2,"P23905-007",2,,,,,,,,,,1232.26123046875
"H23905-04-01","P23905-012",2,"P23905-007",2,,,,,,,,,,1232.26123046875
"H23905-04-01","P23905-013",2,"P23905-007",2,,,,,,,,,,1232.26123046875
"H23905-04-01","P23905-014",2,"P23905-007",2,,,,,,,,,,1232.26123046875
"H23905-04-02","P23905-005",1,,1,7,0,20,40,1,,2,5,0,1232.26123046875
"H23905-04-02","P23905-015",1,,2,,,,,,,,,,1232.26123046875
"H23906-04-01","P23906-001",1,,1,14,7,19,8,1,,7,19,35000,2464.5224609375
"H23906-04-01","P23906-002",2,"P23906-001",2,,,,,,,,,,2464.5224609375
"H23906-04-01","P23906-003",2,"P23906-001",2,,,,,,,,,,2464.5224609375
"H23906-04-01","P23906-004",2,"P23906-001",2,,,,,,,,,,2464.5224609375
"H23906-04-01","P23906-005",2,"P23906-001",2,,,,,,,,,,2464.5224609375
"H23906-04-01","P23906-007",2,"P23906-001",1,5,3,4,40,1,,6,0.5,2000,2464.5224609375
"H23906-04-01","P23906-008",2,"P23906-001",2,,,,,,,,,,2464.5224609375
"H23906-04-01","P23906-009",2,"P23906-001",1,4,4,4,12,1,,7,0.5,3000,2464.5224609375
"H23907-04-01","P23907-001",1,,1,2,0,19,40,1,,2,0.02,0,2464.5224609375
"H23908-04-01","P23908-002",1,,2,,,,,,,,,,2464.5224609375
"H23908-04-01","P23908-003",2,"P23908-002",2,,,,,,,,,,2464.5224609375
"H23908-04-01","P23908-004",2,"P23908-002",2,,,,,,,,,,2464.5224609375
"H23908-04-01","P23908-005",2,"P23908-002",1,7,0,14,40,1,,6,6,5000,2464.5224609375
"H23908-04-01","P23908-006",2,"P23908-002",2,,,,,,,,,,2464.5224609375
"H23908-04-01","P23908-007",2,"P23908-002",2,,,,,,,,,,2464.5224609375
"H23909-04-01","P23909-001",1,,2,,,,,,,,,,2464.5224609375
"H23909-04-01","P23909-002",1,,2,,,,,,,,,,2464.5224609375
"H23909-04-01","P23909-004",2,"P23909-002",2,,,,,,,,,,2464.5224609375
"H23909-04-01","P23909-005",1,,2,,,,,,,,,,2464.5224609375
"H24201-04-01","P24201-001",1,,1,14,0,8,40,1,,2,6,0,2464.5224609375
"H24201-04-01","P24201-002",2,"P24201-001",1,14,0,96,40,1,,2,6,0,2464.5224609375
"H24201-04-01","P24201-006",1,,2,,,,,,,,,,2464.5224609375
"H24202-04-01","P24202-001",1,,2,,,,,,,,,,2464.5224609375
"H24202-04-01","P24202-002",2,"P24202-001",2,,,,,,,,,,2464.5224609375
"H24202-04-01","P24202-003",2,"P24202-001",2,,,,,,,,,,2464.5224609375
"H24202-04-01","P24202-004",1,,2,,,,,,,,,,2464.5224609375
"H24202-04-01","P24202-006",2,"P24202-001",2,,,,,,,,,,2464.5224609375
"H24202-04-01","P24202-012",2,"P24202-001",2,,,,,,,,,,2464.5224609375
"H24202-04-01","P24202-013",2,"P24202-001",2,,,,,,,,,,2464.5224609375
"H24203-04-01","P24203-001",1,,2,,,,,,,,,,1232.26123046875
"H24203-04-01","P24203-002",1,,1,30,0,19,40,1,,9,8,45000,1232.26123046875
"H24203-04-01","P24203-005",2,"P24203-001",1,3,0,14,40,1,,1,4,0,1232.26123046875
"H24203-04-01","P24203-006",2,"P24203-002",2,,,,,,,,,,1232.26123046875
"H24203-04-01","P24203-008",2,"P24203-001",1,5,0,6,40,1,,2,4,3000,1232.26123046875
"H24203-04-01","P24203-010",2,"P24203-002",2,,,,,,,,,,1232.26123046875
"H24203-04-01","P24203-011",2,"P24203-002",2,,,,,,,,,,1232.26123046875
"H24203-04-01","P24203-012",2,"P24203-002",2,,,,,,,,,,1232.26123046875
"H24203-04-02","P24203-004",1,,1,2,0,1,12,2,5,,,,1232.26123046875
"H24203-04-02","P24203-013",2,"P24203-004",1,3,0,9,96,2,1,,,,1232.26123046875
"H24203-04-02","P24203-014",2,"P24203-004",2,,,,,,,,,,1232.26123046875
"H24204-04-01","P24204-001",1,,2,,,,,,,,,,2464.5224609375
"H24204-04-01","P24204-002",2,"P24204-001",2,,,,,,,,,,2464.5224609375
"H24204-04-01","P24204-003",2,"P24204-001",2,,,,,,,,,,2464.5224609375
"H24204-04-01","P24204-004",1,,2,,,,,,,,,,2464.5224609375
"H24204-04-01","P24204-005",1,,2,,,,,,,,,,2464.5224609375
"H24204-04-01","P24204-006",2,"P24204-001",2,,,,,,,,,,2464.5224609375
"H24204-04-01","P24204-007",2,"P24204-001",2,,,,,,,,,,2464.5224609375
"H24204-04-01","P24204-008",2,"P24204-001",2,,,,,,,,,,2464.5224609375
"H24204-04-01","P24204-010",2,"P24204-001",2,,,,,,,,,,2464.5224609375
"H24205-04-01","P24205-001",1,,2,,,,,,,,,,1232.26123046875
"H24205-04-01","P24205-003",2,"P24205-001",1,3,1,9,40,1,,6,1.6,2000,1232.26123046875
"H24205-04-02","P24205-002",1,,2,,,,,,,,,,1232.26123046875
"H24205-04-02","P24205-005",2,"P24205-002",2,,,,,,,,,,1232.26123046875
"H24205-04-02","P24205-006",2,"P24205-002",2,,,,,,,,,,1232.26123046875
"H24206-04-01","P24206-001",2,"P24206-002",2,,,,,,,,,,2464.5224609375
"H24206-04-01","P24206-002",1,,1,7,2,4,9,1,,6,1.5,1000,2464.5224609375
"H24206-04-01","P24206-003",2,"P24206-002",2,,,,,,,,,,2464.5224609375
"H24206-04-01","P24206-004",2,"P24206-002",2,,,,,,,,,,2464.5224609375
"H24206-04-01","P24206-005",2,"P24206-002",2,,,,,,,,,,2464.5224609375
"H24206-04-01","P24206-006",2,"P24206-002",2,,,,,,,,,,2464.5224609375
"H24206-04-01","P24206-007",2,"P24206-002",1,5,0,1,40,1,,2,2,0,2464.5224609375
"H24207-04-01","P24207-001",1,,1,14,7,4,14,1,,6,2,1200,2464.5224609375
"H24207-04-01","P24207-006",1,,2,,,,,,,,,,2464.5224609375
"H24207-04-01","P24207-007",2,"P24207-001",1,7,2,1,8,1,,2,2,2000,2464.5224609375
"H24207-04-01","P24207-008",2,"P24207-001",1,7,0,7,40,1,,2,2,0,2464.5224609375
"H24208-04-01","P24208-001",1,,1,4,4,4,11,1,,6,1,2000,2464.5224609375
"H24208-04-01","P24208-002",2,"P24208-001",2,,,,,,,,,,2464.5224609375
"H24208-04-01","P24208-003",2,"P24208-001",2,,,,,,,,,,2464.5224609375
"H24208-04-01","P24208-004",2,"P24208-001",2,,,,,,,,,,2464.5224609375
"H24208-04-01","P24208-005",2,"P24208-001",2,,,,,,,,,,2464.5224609375
"H24208-04-01","P24208-006",2,"P24208-001",2,,,,,,,,,,2464.5224609375
"H24208-04-01","P24208-007",2,"P24208-001",1,8,8,1,3,1,,2,2,8000,2464.5224609375
"H24209-04-01","P24209-001",1,,1,7,0,6,40,2,1,,,,1232.26123046875
"H24209-04-01","P24209-004",1,,1,7,2,9,40,1,,6,1.5,200,1232.26123046875
"H24209-04-01","P24209-005",1,,2,,,,,,,,,,1232.26123046875
"H24209-04-01","P24209-006",2,"P24209-001",1,7,0,13,40,2,5,,,,1232.26123046875
"H24209-04-01","P24209-007",2,"P24209-001",1,21,7,6,40,1,,5,6,40000,1232.26123046875
"H24209-04-01","P24209-012",2,"P24209-001",2,,,,,,,,,,1232.26123046875
"H24209-04-01","P24209-014",2,"P24209-001",2,,,,,,,,,,1232.26123046875
"H24209-04-02","P24209-003",1,,1,14,7,9,40,1,,6,1,2000,1232.26123046875
"H24209-04-02","P24209-013",2,"P24209-003",2,,,,,,,,,,1232.26123046875
"H24210-04-01","P24210-001",1,,2,,,,,,,,,,1232.26123046875
"H24210-04-01","P24210-002",1,,1,12,2,4,11,1,,6,2,2000,1232.26123046875
"H24210-04-01","P24210-004",2,"P24210-001",2,,,,,,,,,,1232.26123046875
"H24210-04-01","P24210-005",2,"P24210-001",2,,,,,,,,,,1232.26123046875
"H24210-04-01","P24210-006",2,"P24210-001",2,,,,,,,,,,1232.26123046875
"H24210-04-02","P24210-003",1,,2,,,,,,,,,,1232.26123046875
"H24210-04-02","P24210-008",1,,2,,,,,,,,,,1232.26123046875
"H24401-04-01","P24401-001",1,,1,21,21,6,,1,,6,3,6000,821.507507324219
"H24401-04-01","P24401-003",2,"P24401-006",2,,,,,,,,,,821.507507324219
"H24401-04-01","P24401-004",2,"P24401-001",2,,,,,,,,,,821.507507324219
"H24401-04-01","P24401-005",2,"P24401-001",2,,,,,,,,,,821.507507324219
"H24401-04-01","P24401-006",2,"P24401-001",2,,,,,,,,,,821.507507324219
"H24401-04-01","P24401-014",2,"P24401-004",2,,,,,,,,,,821.507507324219
"H24401-04-02","P24401-007",1,,2,,,,,,,,,,821.507507324219
"H24401-04-02","P24401-008",2,"P24401-007",2,,,,,,,,,,821.507507324219
"H24401-04-02","P24401-011",2,"P24401-007",2,,,,,,,,,,821.507507324219
"H24401-04-02","P24401-012",2,"P24401-007",2,,,,,,,,,,821.507507324219
"H24401-04-03","P24401-002",1,,2,,,,,,,,,,821.507507324219
"H24403-04-01","P24403-001",1,,2,,,,,,,,,,1232.26123046875
"H24403-04-01","P24403-002",2,"P24403-001",1,10,0,14,40,1,,1,3,0,1232.26123046875
"H24403-04-01","P24403-004",2,"P24403-001",1,7,0,9,18,1,,1,3,0,1232.26123046875
"H24403-04-02","P24403-003",1,,1,2,0,4,40,1,,1,4,500,1232.26123046875
"H24403-04-02","P24403-005",1,,2,,,,,,,,,,1232.26123046875
"H24407-04-01","P24407-001",2,"P24407-010",1,7,0,8,40,2,1,,,,2464.5224609375
"H24407-04-01","P24407-003",1,,1,14,7,4,40,1,,1,4,3000,2464.5224609375
"H24407-04-01","P24407-004",2,"P24407-010",1,30,14,6,9,1,,1,78,12000,2464.5224609375
"H24407-04-01","P24407-005",2,"P24407-010",1,14,7,19,40,1,,1,4,2000,2464.5224609375
"H24407-04-01","P24407-008",2,"P24407-010",2,,,,,,,,,,2464.5224609375
"H24407-04-01","P24407-009",2,"P24407-010",1,3,2,4,40,1,,1,4,0,2464.5224609375
"H24407-04-01","P24407-010",1,,2,,,,,,,,,,2464.5224609375
"H24407-04-01","P24407-011",2,"P24407-010",1,7,4,5,1,1,,1,4,2000,2464.5224609375
"H24408-04-01","P24408-001",1,,1,30,30,7,11,1,,7,0.5,5000,2464.5224609375
"H24409-04-01","P24409-001",1,,2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-002",1,,2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-003",2,"P24409-001",2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-005",2,"P24409-001",2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-007",2,"P24409-015",2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-008",2,"P24409-015",2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-009",2,"P24409-015",2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-011",2,"P24409-015",2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-012",2,"P24409-015",1,7,0,4,14,2,1,,,,2464.5224609375
"H24409-04-01","P24409-014",2,"P24409-015",2,,,,,,,,,,2464.5224609375
"H24409-04-01","P24409-015",1,,2,,,,,,,,,,2464.5224609375
"H24411-04-01","P24411-001",1,,2,,,,,,,,,,2464.5224609375
"H24411-04-01","P24411-002",2,"P24411-001",1,7,7,23,6,1,,1,6,50000,2464.5224609375
"H24411-04-01","P24411-003",2,"P24411-001",1,7,3,4,40,1,,6,0.04,1200,2464.5224609375
"H24411-04-01","P24411-004",2,"P24411-001",2,,,,,,,,,,2464.5224609375
"H24411-04-01","P24411-005",2,"P24411-001",2,,,,,,,,,,2464.5224609375
"H24411-04-01","P24411-007",2,"P24411-001",1,11,5,4,13,1,,6,0.04,2000,2464.5224609375
"H24411-04-01","P24411-008",2,"P24411-001",2,,,,,,,,,,2464.5224609375
"H24502-04-01","P24502-001",1,,1,10,6,4,8,1,,2,2,10000,1887.58166503906
"H24502-04-01","P24502-002",2,"P24502-001",2,,,,,,,,,,1887.58166503906
"H24502-04-01","P24502-003",2,"P24502-001",2,,,,,,,,,,1887.58166503906
