"HHID","AGroup_ID","a11q1a","a11q1b","a11q1c","a11q2","a11q3","a11q4","a11q5","hh","wgt_X"
285100401,106,1,1,,2,2,2,,"H28510-04-01",2437.248046875
287060401,108,6,6,,,,,,"H28706-04-01",3443.49438476563
287100401,107,6,6,,,,,,"H28710-04-01",3443.49438476563
290020401,106,6,6,,2,2,2,,"H29002-04-01",3443.49438476563
290030401,106,6,6,,2,2,2,,"H29003-04-01",3443.49438476563
290030401,107,6,6,,,,,,"H29003-04-01",3443.49438476563
290040401,106,6,6,,2,2,2,,"H29004-04-01",3443.49438476563
290040401,107,6,6,,,,,,"H29004-04-01",3443.49438476563
290050401,107,6,6,,,,,,"H29005-04-01",3443.49438476563
290050401,108,6,6,,,,,,"H29005-04-01",3443.49438476563
290060401,106,6,6,,2,2,2,,"H29006-04-01",3443.49438476563
292020401,101,1,1,,2,2,2,,"H29202-04-01",2437.248046875
292090401,106,1,6,,2,2,2,,"H29209-04-01",2437.248046875
294020401,101,6,6,,2,2,2,,"H29402-04-01",2437.248046875
294030401,107,1,1,,,,,,"H29403-04-01",2437.248046875
294070401,106,1,1,,2,2,2,,"H29407-04-01",2437.248046875
294090401,105,1,1,,2,2,2,,"H29409-04-01",2437.248046875
294090401,106,1,1,,2,2,2,,"H29409-04-01",2437.248046875
294100401,101,1,1,,2,2,2,,"H29410-04-01",1218.6240234375
294100401,106,1,1,,2,2,2,,"H29410-04-01",1218.6240234375
295010401,106,6,6,,2,2,2,,"H29501-04-01",2437.248046875
295020401,106,1,1,,2,2,2,,"H29502-04-01",2437.248046875
295020401,107,1,1,,,,,,"H29502-04-01",2437.248046875
295030401,107,6,6,,,,,,"H29503-04-01",2437.248046875
295050401,106,6,6,,2,2,2,,"H29505-04-01",2437.248046875
296020401,107,1,1,,,,,,"H29602-04-01",812.415954589844
296030401,101,6,6,,2,2,2,,"H29603-04-01",1218.6240234375
296070401,106,6,6,,2,2,2,,"H29607-04-01",2437.248046875
296070401,107,6,6,,,,,,"H29607-04-01",2437.248046875
296070401,108,6,6,,,,,,"H29607-04-01",2437.248046875
296090401,106,1,1,,2,2,2,,"H29609-04-01",1218.6240234375
296100401,106,6,6,,2,2,2,,"H29610-04-01",2437.248046875
296100401,107,6,6,,,,,,"H29610-04-01",2437.248046875
296110401,101,6,6,,2,2,2,,"H29611-04-01",2437.248046875
296110401,106,1,1,,2,2,2,,"H29611-04-01",2437.248046875
296110401,107,6,6,,,,,,"H29611-04-01",2437.248046875
297010401,106,6,6,,2,2,2,,"H29701-04-01",2437.24829101563
297040401,105,1,1,,2,2,2,,"H29704-04-01",2437.24829101563
297040401,106,1,1,,2,2,2,,"H29704-04-01",2437.24829101563
297050401,106,1,6,,2,2,2,,"H29705-04-01",2437.24829101563
297050401,107,6,6,,,,,,"H29705-04-01",2437.24829101563
297060402,105,1,6,,2,2,2,,"H29706-04-02",812.416076660156
297060402,106,1,6,,2,2,2,,"H29706-04-02",812.416076660156
297060402,107,1,6,,,,,,"H29706-04-02",812.416076660156
297060402,108,6,6,,,,,,"H29706-04-02",812.416076660156
297070404,106,6,6,,2,2,2,,"H29707-04-04",609.312072753906
297070404,107,6,6,,,,,,"H29707-04-04",609.312072753906
297090401,106,1,1,,2,2,2,,"H29709-04-01",1218.62414550781
297090402,106,1,6,,2,2,2,,"H29709-04-02",1218.62414550781
297100401,101,6,6,,2,2,2,,"H29710-04-01",812.416076660156
297100401,106,6,6,,2,2,2,,"H29710-04-01",812.416076660156
298020401,101,1,1,,2,2,2,,"H29802-04-01",2437.248046875
298030401,106,6,6,,2,2,2,,"H29803-04-01",1218.6240234375
298060401,107,6,6,,,,,,"H29806-04-01",2437.248046875
298090401,101,1,1,,2,2,2,,"H29809-04-01",2437.248046875
298090401,102,1,1,,2,2,2,,"H29809-04-01",2437.248046875
298090401,107,1,1,,,,,,"H29809-04-01",2437.248046875
298100401,101,1,1,,2,2,2,,"H29810-04-01",1218.6240234375
298100401,106,1,1,,2,2,2,,"H29810-04-01",1218.6240234375
299010401,106,1,1,,2,2,2,,"H29901-04-01",2437.248046875
299020401,106,6,6,,2,2,2,,"H29902-04-01",406.207977294922
299020401,107,6,6,,,,,,"H29902-04-01",406.207977294922
299020402,106,6,6,,2,2,2,,"H29902-04-02",406.207977294922
299020402,107,6,6,,,,,,"H29902-04-02",406.207977294922
299020405,106,1,1,,2,2,2,,"H29902-04-05",406.207977294922
299020406,106,1,1,,2,2,2,,"H29902-04-06",406.207977294922
299020406,107,1,6,,,,,,"H29902-04-06",406.207977294922
299030401,106,1,1,,2,2,2,,"H29903-04-01",1218.6240234375
299040401,106,1,1,,2,2,2,,"H29904-04-01",2437.248046875
299050401,108,1,1,,,,,,"H29905-04-01",2437.248046875
299070401,106,1,1,,2,2,2,,"H29907-04-01",2437.248046875
299070401,107,1,1,,,,,,"H29907-04-01",2437.248046875
299080401,106,1,1,,2,2,2,,"H29908-04-01",1218.6240234375
299080402,106,6,6,,2,2,2,,"H29908-04-02",1218.6240234375
299080402,107,6,6,,,,,,"H29908-04-02",1218.6240234375
299090401,106,6,6,,2,2,2,,"H29909-04-01",1218.6240234375
299090401,108,6,6,,,,,,"H29909-04-01",1218.6240234375
299090402,106,1,6,,2,2,2,,"H29909-04-02",1218.6240234375
299090402,107,6,6,,,,,,"H29909-04-02",1218.6240234375
299090402,108,6,6,,,,,,"H29909-04-02",1218.6240234375
299100401,106,1,1,,2,2,2,,"H29910-04-01",2437.248046875
300100401,101,1,1,,2,2,2,,"H30010-04-01",2437.248046875
300100401,105,1,1,,2,2,2,,"H30010-04-01",2437.248046875
300120401,105,1,1,,2,2,2,,"H30012-04-01",2437.248046875
303020401,101,1,1,,2,2,2,,"H30302-04-01",2437.248046875
303020401,106,1,1,,2,2,2,,"H30302-04-01",2437.248046875
303030401,101,1,1,,2,2,2,,"H30303-04-01",2437.248046875
303030401,106,1,1,,2,2,2,,"H30303-04-01",2437.248046875
303040401,106,1,1,,2,2,2,,"H30304-04-01",2437.248046875
303060401,101,1,1,,2,2,2,,"H30306-04-01",2437.248046875
303060401,106,1,1,,2,2,2,,"H30306-04-01",2437.248046875
303070401,101,1,1,,2,2,2,,"H30307-04-01",2437.248046875
303080401,106,1,1,,2,2,2,,"H30308-04-01",2437.248046875
303080401,107,6,6,,,,,,"H30308-04-01",2437.248046875
303090401,101,1,1,,2,2,2,,"H30309-04-01",812.415954589844
303090401,105,,,,2,2,2,,"H30309-04-01",812.415954589844
303090401,106,1,1,,2,2,2,,"H30309-04-01",812.415954589844
303100401,101,1,1,,2,2,2,,"H30310-04-01",2437.248046875
304030401,105,1,1,,2,2,2,,"H30403-04-01",2437.248046875
304050401,102,1,1,,2,2,2,,"H30405-04-01",2437.248046875
304050401,106,1,1,,2,2,2,,"H30405-04-01",2437.248046875
304080401,106,1,,,2,,,,"H30408-04-01",1218.6240234375
304090401,106,1,6,,2,2,2,,"H30409-04-01",2437.248046875
304120401,106,6,6,,2,2,2,,"H30412-04-01",2437.248046875
305100401,105,1,1,,2,2,2,,"H30510-04-01",2437.248046875
305100401,106,1,1,,2,2,2,,"H30510-04-01",2437.248046875
305110401,105,6,6,,2,2,2,,"H30511-04-01",812.415954589844
305110401,106,6,6,,2,2,2,,"H30511-04-01",812.415954589844
305110403,107,6,6,,,,,,"H30511-04-03",812.415954589844
306020401,105,1,1,,2,2,2,,"H30602-04-01",2437.24829101563
306020401,106,1,1,,2,2,2,,"H30602-04-01",2437.24829101563
306040401,106,6,6,,2,2,2,,"H30604-04-01",2437.24829101563
306050401,106,1,1,,2,2,2,,"H30605-04-01",812.416076660156
306070401,105,6,6,,2,2,2,,"H30607-04-01",2437.24829101563
306080401,106,1,1,,2,2,2,,"H30608-04-01",2437.24829101563
306100401,106,1,1,,2,2,2,,"H30610-04-01",2437.24829101563
307010403,106,1,1,,2,2,2,,"H30701-04-03",812.416076660156
307010403,107,1,1,,,,,,"H30701-04-03",812.416076660156
307020401,106,6,6,,2,2,2,,"H30702-04-01",812.416076660156
307030401,101,1,1,,2,2,2,,"H30703-04-01",1218.62414550781
307060401,105,1,1,,2,2,2,,"H30706-04-01",812.416076660156
307060401,106,1,1,,2,2,2,,"H30706-04-01",812.416076660156
307060401,107,6,6,,,,,,"H30706-04-01",812.416076660156
307070401,106,1,1,,2,2,2,,"H30707-04-01",2437.24829101563
307080401,101,1,1,,2,2,2,,"H30708-04-01",2437.24829101563
307080401,106,1,1,,2,2,2,,"H30708-04-01",2437.24829101563
307080401,107,6,6,,,,,,"H30708-04-01",2437.24829101563
307090401,101,1,1,,2,2,2,,"H30709-04-01",2437.24829101563
308090401,105,1,1,,2,2,2,,"H30809-04-01",2437.248046875
308090401,106,1,1,,2,2,2,,"H30809-04-01",2437.248046875
308110401,106,1,1,,2,2,2,,"H30811-04-01",2437.248046875
309030401,102,1,6,,2,2,2,,"H30903-04-01",2437.24829101563
309050401,106,6,6,,2,2,2,,"H30905-04-01",1218.62414550781
309060401,105,1,1,,2,2,2,,"H30906-04-01",1218.62414550781
309060402,106,1,6,,2,2,2,,"H30906-04-02",1218.62414550781
309060402,107,1,6,,,,,,"H30906-04-02",1218.62414550781
309070401,107,1,1,,,,,,"H30907-04-01",2437.24829101563
309080401,106,1,1,,2,2,2,,"H30908-04-01",2437.24829101563
309080401,107,6,6,,,,,,"H30908-04-01",2437.24829101563
309090401,105,1,1,,2,2,2,,"H30909-04-01",2437.24829101563
309090401,106,1,1,,2,2,2,,"H30909-04-01",2437.24829101563
309100401,105,1,1,,2,2,2,,"H30910-04-01",1218.62414550781
309110401,107,6,6,,,,,,"H30911-04-01",2437.24829101563
310030401,106,1,1,,2,2,2,,"H31003-04-01",2437.248046875
310030401,108,1,1,,,,,,"H31003-04-01",2437.248046875
310060401,105,1,1,,2,2,2,,"H31006-04-01",2437.248046875
310060401,106,1,1,,2,2,2,,"H31006-04-01",2437.248046875
310060401,107,6,6,,,,,,"H31006-04-01",2437.248046875
310060401,108,6,6,,,,,,"H31006-04-01",2437.248046875
310070401,105,6,6,,2,2,2,,"H31007-04-01",2437.248046875
310070401,106,6,6,,2,2,2,,"H31007-04-01",2437.248046875
310070401,108,6,6,,,,,,"H31007-04-01",2437.248046875
310080401,106,6,6,,2,2,2,,"H31008-04-01",2437.248046875
310100401,106,6,6,,2,2,2,,"H31010-04-01",2437.248046875
310100401,107,6,6,,,,,,"H31010-04-01",2437.248046875
310100401,108,6,6,,,,,,"H31010-04-01",2437.248046875
311020401,107,6,6,,,,,,"H31102-04-01",2437.24829101563
311080401,106,1,1,,2,2,2,,"H31108-04-01",2437.24829101563
311080401,107,6,6,,,,,,"H31108-04-01",2437.24829101563
311080401,108,6,6,,,,,,"H31108-04-01",2437.24829101563
311090401,107,1,1,,,,,,"H31109-04-01",812.416076660156
311090402,107,1,1,,,,,,"H31109-04-02",812.416076660156
311090403,106,6,6,,2,2,2,,"H31109-04-03",812.416076660156
311100401,107,1,1,,,,,,"H31110-04-01",2437.24829101563
317020401,106,1,1,,2,2,2,,"H31702-04-01",2437.24829101563
317030401,106,1,1,,2,2,2,,"H31703-04-01",812.416076660156
317030401,107,6,6,,,,,,"H31703-04-01",812.416076660156
317030401,108,6,6,,,,,,"H31703-04-01",812.416076660156
317060401,106,6,6,,2,2,2,,"H31706-04-01",1218.62414550781
317060402,105,1,1,,2,2,2,,"H31706-04-02",1218.62414550781
317060402,106,1,1,,2,2,2,,"H31706-04-02",1218.62414550781
317070401,105,1,1,,2,2,2,,"H31707-04-01",2437.24829101563
317070401,106,1,1,,2,2,2,,"H31707-04-01",2437.24829101563
317080401,101,1,1,,2,2,2,,"H31708-04-01",2437.24829101563
317100401,102,1,1,,2,2,2,,"H31710-04-01",2437.24829101563
319020401,107,6,6,,,,,,"H31902-04-01",3443.49438476563
319030401,107,6,6,,,,,,"H31903-04-01",3443.49438476563
319040401,107,6,6,,,,,,"H31904-04-01",3443.49438476563
319040401,108,6,6,,,,,,"H31904-04-01",3443.49438476563
319070401,106,6,6,,2,2,2,,"H31907-04-01",3443.49438476563
319080401,104,6,1,,,,,,"H31908-04-01",3443.49438476563
319080401,105,1,1,,2,2,2,,"H31908-04-01",3443.49438476563
319080401,106,1,1,,2,2,2,,"H31908-04-01",3443.49438476563
319080401,107,6,6,,,,,,"H31908-04-01",3443.49438476563
319090401,107,6,6,,,,,,"H31909-04-01",3443.49438476563
319090401,108,6,6,,,,,,"H31909-04-01",3443.49438476563
319100401,105,6,1,,2,2,2,,"H31910-04-01",3443.49438476563
319100401,107,6,6,,,,,,"H31910-04-01",3443.49438476563
321030401,105,1,1,,2,2,2,,"H32103-04-01",3443.49438476563
321030401,106,1,1,,2,2,2,,"H32103-04-01",3443.49438476563
321030401,107,6,1,,,,,,"H32103-04-01",3443.49438476563
321040401,105,6,6,,2,2,2,,"H32104-04-01",1721.74719238281
321050401,105,6,6,,2,2,2,,"H32105-04-01",3443.49438476563
321050401,107,6,6,,,,,,"H32105-04-01",3443.49438476563
321060401,101,1,6,,2,2,2,,"H32106-04-01",688.698913574219
321060401,102,1,6,,2,2,2,,"H32106-04-01",688.698913574219
321060401,107,6,6,,,,,,"H32106-04-01",688.698913574219
321080401,105,6,6,,2,2,2,,"H32108-04-01",3443.49438476563
321080401,106,6,6,,2,2,2,,"H32108-04-01",3443.49438476563
321080401,107,6,6,,,,,,"H32108-04-01",3443.49438476563
321090401,105,6,6,,2,2,2,,"H32109-04-01",3443.49438476563
321090401,107,6,6,,,,,,"H32109-04-01",3443.49438476563
322010401,106,6,6,,2,2,2,,"H32201-04-01",3443.49438476563
322020401,105,6,6,,2,2,2,,"H32202-04-01",3443.49438476563
322020401,106,6,6,,2,2,2,,"H32202-04-01",3443.49438476563
322020401,107,6,6,,,,,,"H32202-04-01",3443.49438476563
322030401,106,6,6,,2,2,2,,"H32203-04-01",3443.49438476563
322050401,106,6,6,,2,2,2,,"H32205-04-01",1721.74719238281
322050401,107,6,6,,,,,,"H32205-04-01",1721.74719238281
322050401,108,6,6,,,,,,"H32205-04-01",1721.74719238281
322050402,106,6,6,,2,2,2,,"H32205-04-02",1721.74719238281
322060401,105,1,1,,2,2,2,,"H32206-04-01",3443.49438476563
322060401,107,6,6,,,,,,"H32206-04-01",3443.49438476563
322070401,107,6,6,,,,,,"H32207-04-01",3443.49438476563
322090401,105,4,4,,2,2,2,,"H32209-04-01",1721.74719238281
322090401,106,6,6,,2,2,2,,"H32209-04-01",1721.74719238281
324080401,103,6,6,,,,,,"H32408-04-01",1513.22998046875
332100401,103,6,6,,,,,,"H33210-04-01",497.993225097656
334040401,103,1,1,,,,,,"H33404-04-01",1517.69372558594
335010401,107,6,6,,,,,,"H33501-04-01",2588.154296875
335030401,107,6,6,,,,,,"H33503-04-01",2588.154296875
335040401,106,6,6,,2,2,2,,"H33504-04-01",2588.154296875
335040401,107,6,6,,,,,,"H33504-04-01",2588.154296875
335060401,106,6,6,,2,2,2,,"H33506-04-01",2588.154296875
335060401,107,6,6,,,,,,"H33506-04-01",2588.154296875
335060401,108,6,6,,,,,,"H33506-04-01",2588.154296875
335070401,107,6,6,,,,,,"H33507-04-01",2588.154296875
335080401,107,1,1,,,,,,"H33508-04-01",2588.154296875
336030401,105,6,6,,2,2,2,,"H33603-04-01",2330.68798828125
336040401,106,6,6,,2,2,2,,"H33604-04-01",2330.68798828125
336040401,107,6,6,,,,,,"H33604-04-01",2330.68798828125
336080401,108,6,6,,,,,,"H33608-04-01",2330.68798828125
337020401,101,6,6,,2,2,2,,"H33702-04-01",2240.11083984375
337020401,102,6,6,,2,2,2,,"H33702-04-01",2240.11083984375
337020401,107,6,6,,,,,,"H33702-04-01",2240.11083984375
337030401,107,6,6,,,,,,"H33703-04-01",2240.11083984375
337050401,107,6,6,,,,,,"H33705-04-01",2240.11083984375
338010401,105,6,6,,2,2,2,,"H33801-04-01",4106.56884765625
338010401,106,6,6,,2,2,2,,"H33801-04-01",4106.56884765625
338010401,107,6,6,,,,,,"H33801-04-01",4106.56884765625
338010401,108,6,6,,,,,,"H33801-04-01",4106.56884765625
338020401,107,6,6,,,,,,"H33802-04-01",4106.56884765625
338020401,108,6,6,,,,,,"H33802-04-01",4106.56884765625
338040401,108,6,6,,,,,,"H33804-04-01",4106.56884765625
338050401,107,6,6,,,,,,"H33805-04-01",4106.56884765625
338060401,105,1,4,,2,2,2,,"H33806-04-01",4106.56884765625
338060401,106,1,6,,2,2,2,,"H33806-04-01",4106.56884765625
338060401,107,1,6,,,,,,"H33806-04-01",4106.56884765625
338060401,108,6,6,,,,,,"H33806-04-01",4106.56884765625
338070401,101,1,6,,2,2,2,,"H33807-04-01",4106.56884765625
338070401,104,6,6,,,,,,"H33807-04-01",4106.56884765625
338070401,105,1,6,,2,2,2,,"H33807-04-01",4106.56884765625
338070401,106,6,6,,2,2,2,,"H33807-04-01",4106.56884765625
338070401,108,6,6,,,,,,"H33807-04-01",4106.56884765625
338080401,105,1,1,,2,2,2,,"H33808-04-01",4106.56884765625
338080401,108,1,1,,,,,,"H33808-04-01",4106.56884765625
339020401,107,6,6,,,,,,"H33902-04-01",4673.64306640625
339050401,106,6,6,,2,2,2,,"H33905-04-01",4673.64306640625
339050401,107,6,6,,,,,,"H33905-04-01",4673.64306640625
339070401,106,6,6,,2,2,2,,"H33907-04-01",4673.64306640625
339070401,107,6,6,,,,,,"H33907-04-01",4673.64306640625
339080401,107,6,6,,,,,,"H33908-04-01",4673.64306640625
340020401,106,6,6,,2,2,2,,"H34002-04-01",2421.95361328125
340020401,107,6,6,,,,,,"H34002-04-01",2421.95361328125
340020401,108,6,6,,,,,,"H34002-04-01",2421.95361328125
340030401,105,1,1,,2,2,2,,"H34003-04-01",2421.95361328125
340030401,108,1,1,,,,,,"H34003-04-01",2421.95361328125
340040401,107,6,6,,,,,,"H34004-04-01",2421.95361328125
340050401,105,1,1,,2,2,2,,"H34005-04-01",2421.95361328125
340050401,106,1,1,,2,2,2,,"H34005-04-01",2421.95361328125
340070401,106,1,1,,2,2,2,,"H34007-04-01",2421.95361328125
340070401,107,1,1,,,,,,"H34007-04-01",2421.95361328125
340080401,106,1,6,,2,2,2,,"H34008-04-01",2421.95361328125
340080401,108,1,6,,,,,,"H34008-04-01",2421.95361328125
340100401,107,6,6,,,,,,"H34010-04-01",2421.95361328125
341010401,102,1,6,,2,2,2,,"H34101-04-01",3394.763671875
341010401,106,1,6,,2,2,2,,"H34101-04-01",3394.763671875
341010401,107,6,6,,,,,,"H34101-04-01",3394.763671875
341030401,106,6,6,,2,2,2,,"H34103-04-01",3394.763671875
341030401,108,6,6,,,,,,"H34103-04-01",3394.763671875
341040401,107,6,6,,,,,,"H34104-04-01",3394.763671875
341050401,106,6,6,,2,2,2,,"H34105-04-01",3394.763671875
341070401,107,1,1,,,,,,"H34107-04-01",3394.763671875
341070401,108,6,6,,,,,,"H34107-04-01",3394.763671875
341100401,106,6,6,,2,2,2,,"H34110-04-01",3394.763671875
341100401,107,6,6,,,,,,"H34110-04-01",3394.763671875
341100401,108,6,6,,,,,,"H34110-04-01",3394.763671875
342010401,106,6,6,,2,2,2,,"H34201-04-01",2461.78002929688
342030401,106,6,6,,2,2,2,,"H34203-04-01",2461.78002929688
342030401,108,6,6,,,,,,"H34203-04-01",2461.78002929688
342040401,108,6,6,,,,,,"H34204-04-01",2461.78002929688
342060401,107,6,6,,,,,,"H34206-04-01",2461.78002929688
342060401,108,6,6,,,,,,"H34206-04-01",2461.78002929688
342080401,105,6,6,,2,2,2,,"H34208-04-01",2461.78002929688
342080401,106,6,6,,2,2,2,,"H34208-04-01",2461.78002929688
342090401,106,6,6,,2,2,2,,"H34209-04-01",2461.78002929688
342090401,107,6,6,,,,,,"H34209-04-01",2461.78002929688
342100401,106,6,6,,2,2,2,,"H34210-04-01",2461.78002929688
342100401,107,6,6,,,,,,"H34210-04-01",2461.78002929688
342100401,108,6,6,,,,,,"H34210-04-01",2461.78002929688
343010401,105,1,1,,2,2,2,,"H34301-04-01",4167.21923828125
343010401,107,1,1,,,,,,"H34301-04-01",4167.21923828125
343010401,108,1,1,,,,,,"H34301-04-01",4167.21923828125
343020401,107,6,6,,,,,,"H34302-04-01",4167.21923828125
343020401,108,6,6,,,,,,"H34302-04-01",4167.21923828125
343030401,106,6,6,,2,2,2,,"H34303-04-01",4167.21923828125
343030401,107,6,6,,,,,,"H34303-04-01",4167.21923828125
343040401,107,6,6,,,,,,"H34304-04-01",4167.21923828125
343050401,107,6,6,,,,,,"H34305-04-01",4167.21923828125
343050401,108,6,6,,,,,,"H34305-04-01",4167.21923828125
343060401,106,6,6,,2,2,2,,"H34306-04-01",4167.21923828125
343060401,108,6,6,,,,,,"H34306-04-01",4167.21923828125
343080401,107,6,6,,,,,,"H34308-04-01",4167.21923828125
343080401,108,6,6,,,,,,"H34308-04-01",4167.21923828125
343100401,107,6,6,,,,,,"H34310-04-01",4167.21923828125
344010402,106,6,6,,2,2,2,,"H34401-04-02",6452.8603515625
344010402,107,6,6,,,,,,"H34401-04-02",6452.8603515625
344010402,108,6,6,,,,,,"H34401-04-02",6452.8603515625
344020401,105,6,6,,2,2,2,,"H34402-04-01",6452.8603515625
344020401,106,6,6,,2,2,2,,"H34402-04-01",6452.8603515625
344040401,106,6,6,,2,2,2,,"H34404-04-01",6452.8603515625
344040401,107,6,6,,,,,,"H34404-04-01",6452.8603515625
344040401,108,6,6,,,,,,"H34404-04-01",6452.8603515625
344060401,107,6,6,,,,,,"H34406-04-01",6452.8603515625
344100401,107,6,6,,,,,,"H34410-04-01",6452.8603515625
346070401,108,1,1,,,,,,"H34607-04-01",4612.7412109375
346100401,107,6,6,,,,,,"H34610-04-01",4612.7412109375
347040401,103,6,6,,,,,,"H34704-04-01",2299.67822265625
349010401,107,6,6,,,,,,"H34901-04-01",2306.8203125
349030401,107,6,6,,,,,,"H34903-04-01",2306.8203125
349030401,108,1,1,,,,,,"H34903-04-01",2306.8203125
350010401,105,6,6,,2,2,2,,"H35001-04-01",707.40234375
350010401,106,6,6,,2,2,2,,"H35001-04-01",707.40234375
350010401,108,6,6,,,,,,"H35001-04-01",707.40234375
350020401,107,6,6,,,,,,"H35002-04-01",707.40234375
350020401,108,1,1,,,,,,"H35002-04-01",707.40234375
350040401,105,6,6,,2,2,2,,"H35004-04-01",707.40234375
350040401,107,6,6,,,,,,"H35004-04-01",707.40234375
350040401,108,6,6,,,,,,"H35004-04-01",707.40234375
350050401,101,1,6,,2,2,2,,"H35005-04-01",707.40234375
350050401,103,6,6,,,,,,"H35005-04-01",707.40234375
350050401,106,1,6,,2,2,2,,"H35005-04-01",707.40234375
350050401,107,6,6,,,,,,"H35005-04-01",707.40234375
350060401,105,6,6,,2,2,2,,"H35006-04-01",707.40234375
350060401,106,6,6,,2,2,2,,"H35006-04-01",707.40234375
350060401,107,6,6,,,,,,"H35006-04-01",707.40234375
350070401,105,1,1,,2,2,2,,"H35007-04-01",707.40234375
350070401,106,6,6,,2,2,2,,"H35007-04-01",707.40234375
350080401,101,1,1,,2,2,2,,"H35008-04-01",707.40234375
350080401,107,1,1,,,,,,"H35008-04-01",707.40234375
351040401,106,6,6,,2,2,2,,"H35104-04-01",2409.94018554688
351040401,108,6,6,,,,,,"H35104-04-01",2409.94018554688
351060401,106,1,1,,2,2,2,,"H35106-04-01",2409.94018554688
351060401,107,1,6,,,,,,"H35106-04-01",2409.94018554688
351080401,105,6,6,,2,2,2,,"H35108-04-01",2409.94018554688
351080401,107,6,6,,,,,,"H35108-04-01",2409.94018554688
351080401,108,6,6,,,,,,"H35108-04-01",2409.94018554688
351090401,106,6,6,,2,2,2,,"H35109-04-01",2409.94018554688
351090401,107,1,6,,,,,,"H35109-04-01",2409.94018554688
352010401,105,1,1,,2,2,2,,"H35201-04-01",2257.27416992188
352010401,106,1,1,,2,2,2,,"H35201-04-01",2257.27416992188
352030401,108,1,6,,,,,,"H35203-04-01",2257.27416992188
352040401,106,6,6,,2,2,2,,"H35204-04-01",2257.27416992188
352040401,107,6,6,,,,,,"H35204-04-01",2257.27416992188
352040401,108,6,6,,,,,,"H35204-04-01",2257.27416992188
352050401,106,1,1,,2,2,2,,"H35205-04-01",2257.27416992188
352050401,107,6,6,,,,,,"H35205-04-01",2257.27416992188
352060401,106,1,1,,2,2,2,,"H35206-04-01",2257.27416992188
352070401,101,1,6,,2,2,2,,"H35207-04-01",2257.27416992188
352070401,102,1,6,,2,2,2,,"H35207-04-01",2257.27416992188
352070401,105,1,6,,2,2,2,,"H35207-04-01",2257.27416992188
352070401,106,1,6,,2,2,2,,"H35207-04-01",2257.27416992188
